product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra
BONNE MAMAN Mermelada de melocotón 370 gr.,https://www.compraonline.alcampo.es/products/bonne-maman-mermelada-de-melocot%C3%B3n-370-gr/29238,Confitura Extra De Melocotón,Francia,2.55,6.89,370.0,g,,,,Alcampo,,,"COVACA, SA",241.0,1024.0,0.1,0.0,59.0,59.0,0.4,0.0,
FARINELLI Linea oro Tortelloni de pasta fresca al huevo rellenos con queso 250 g.,https://www.compraonline.alcampo.es/products/farinelli-linea-oro-tortelloni-de-pasta-fresca-al-huevo-rellenos-con-queso-250-g/718869,Pasta fresca al huevo con relleno de queso,Italia,1.49,5.96,250.0,g,,,,Alcampo,,2.0,"Nuova Tort Uovo, S.R.L",266.0,1127.0,4.4,2.1,46.1,3.3,10.5,0.9,
FARINELLI Linea oro Tortelloni de pasta fresca al huevo rellenos de queso Ricotta y espinacas 250 g.,https://www.compraonline.alcampo.es/products/farinelli-linea-oro-tortelloni-de-pasta-fresca-al-huevo-rellenos-de-queso-ricotta-y-espinacas-250-g/718870,Pasta fresca al huevo con relleno de ricotta y espinacas,Italia,1.49,5.96,250.0,g,,,,Alcampo,,2.0,"Nuova Tort Uovo, S.R.L",238.0,982.0,6.3,0.1,37.5,3.4,9.6,1.1,
AUCHAN Aros de avena cacao 400 gr,https://www.compraonline.alcampo.es/products/auchan-aros-de-avena-cacao-400-gr/62405,Aros de avena con cacao,España,2.14,5.35,400.0,g,,,,Alcampo,,30.0,"Auchan Retail España S,L",360.0,1511.0,7.2,1.6,62.0,9.1,9.1,0.23,
"TA-TUNG Gyozas de gambas, listas para calentar y comer TA-TUNG 144 g.",https://www.compraonline.alcampo.es/products/ta-tung-gyozas-de-gambas-listas-para-calentar-y-comer-ta-tung-144-g/193415,Dim sum Gyoza de gambas,,3.6,25.0,144.0,g,,,,Alcampo,,,"Ta-Tung platos precocinados, S.L.",189.0,796.0,3.2,0.4,31.0,3.3,7.9,1.4,
PRODUCTO ALCAMPO Crema de cacao y leche con avellanas 500 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-crema-de-cacao-y-leche-con-avellanas-500-g/15224,"crema para untar de cacao, leche y avellanas",España,1.88,3.76,500.0,g,,,,Alcampo,,25.0,"Alcampo, S.A.",542.0,2265.0,31.0,6.4,62.0,61.0,3.1,0.13,
"NUVA Vino blanco frizzante verdejo, con bajo contenido en alcohol (5.5%) botella 75 cl.",https://www.compraonline.alcampo.es/products/nuva-vino-blanco-frizzante-verdejo-con-bajo-contenido-en-alcohol-5-5-botella-75-cl/917193,Cóctel Aromatizado de Productos Vitivinícolas,,2.29,,,,,,,Alcampo,,,Torre Oria SL,63.0,263.0,0.1,0.1,10.0,8.0,0.1,0.0,
"ENJOY Refresco tropical botella de 1,5 l.",https://www.compraonline.alcampo.es/products/enjoy-refresco-tropical-botella-de-1-5-l/33607,Bebida refrescante de zumo de frutas (12%) con azúcar y edulcorantes,,1.13,0.75,1500.0,ml,,,,Alcampo,,,"AGUA MINERAL SAN BENEDETTO, S.A.U.",16.0,68.0,0.0,0.0,4.0,4.0,0.0,0.03,
PRODUCTO ALCAMPO Tableta de chocolate negro 72 % cacao 100 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-tableta-de-chocolate-negro-72-cacao-100-g/898716,Chocolate,,1.84,18.4,100.0,g,,,,Alcampo,,,Alcampo S.A,562.0,2333.0,41.0,26.0,34.0,29.0,8.0,0.02,
PRÉSIDENT Crema de Brie con trufa PRÉSIDENT 105 g,https://www.compraonline.alcampo.es/products/pr%C3%A9sident-crema-de-brie-con-trufa-pr%C3%A9sident-105-g/863021,Queso fundido,Francia,1.75,16.67,105.0,g,,,,Alcampo,,,Lactalis Forlasa S.L.U.,262.0,1086.0,23.0,16.0,1.8,1.3,12.0,2.0,
"FAGE Yogur natural colado receta griega, con tan sólo 5% materia grasa Total 1 kg.",https://www.compraonline.alcampo.es/products/fage-yogur-natural-colado-receta-griega-con-tan-s%C3%B3lo-5-materia-grasa-total-1-kg/904893,Yogur colado Receta Griega,Grecia,6.45,6.45,1000.0,g,,,,Alcampo,,,FAGE INTERNATIONAL S.A.,93.0,389.0,5.0,3.6,3.0,3.0,9.0,0.1,
RANA Tortellini de pasta fresca al huevo a la boloñesa 250 g.,https://www.compraonline.alcampo.es/products/rana-tortellini-de-pasta-fresca-al-huevo-a-la-bolo%C3%B1esa-250-g/86550,Pasta fresca al huevo rellena de carne de vacuno y de cerdo,Italia,3.33,13.32,250.0,g,,,,Alcampo,,2.0,Rana Hispania sau,267.0,1122.0,11.0,2.2,34.0,3.9,11.0,1.1,
PASCUAL bebida vegetal (100%) de soja calidad superior 3 x 250 ml.,https://www.compraonline.alcampo.es/products/pascual-bebida-vegetal-100-de-soja-calidad-superior-3-x-250-ml/519942,"Bebida de soja con aminoácidos, calcio y vitaminas D y B12",España,1.6,2.13,750.0,ml,,,,Alcampo,,250.0,"Calidad Pascual, SAU.",41.0,169.0,1.9,0.3,1.9,1.8,3.5,0.12,
KAS ZERO Refresco de limón sin azúcares añadidos lata de 33 cl.,https://www.compraonline.alcampo.es/products/kas-zero-refresco-de-lim%C3%B3n-sin-az%C3%BAcares-a%C3%B1adidos-lata-de-33-cl/438746,Bebida refrescante de zumo de fruta con edulcorantes. Sin azúcares añadidos.,,0.67,2.03,330.0,ml,,,,Alcampo,,,COMPAÑIA DE BEBIDAS PEPSICO SL,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
"ALPRO Bebida de avena cremosa, 100% vegetal, sin azúcares añadidos 1 l.",https://www.compraonline.alcampo.es/products/alpro-bebida-de-avena-cremosa-100-vegetal-sin-az%C3%BAcares-a%C3%B1adidos-1-l/80030,Bebida de avena con calcio y vitaminas añadidas.,España,1.99,1.99,1000.0,ml,,,,Alcampo,,,Danone S.A.,45.0,188.0,0.8,0.2,7.7,5.0,1.3,0.04,
PRODUCTO ALCAMPO Quinoa blanca y roja cocida 2 x 125 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-quinoa-blanca-y-roja-cocida-2-x-125-g/798108,Quinoa real blanca y roja cocida. Plato preparado. Listo para consumir.,,1.32,5.28,250.0,g,,,,Alcampo,,2.0,"Alcampo, S.A.",129.0,543.0,2.6,0.3,20.0,1.0,4.2,0.3,
GALLO Salsa Pesto a base de albahaca 190 g,https://www.compraonline.alcampo.es/products/gallo-salsa-pesto-a-base-de-albahaca-190-g/886994,"SALSA A BASE DE ALBAHACA PICADA Y MEZCLADA CON ACEITE, QUESOS, ANACARDOS Y PIÑONES",España,1.69,8.89,190.0,g,,,,Alcampo,,,"COMERCIAL GALLO, S.A.U.",417.0,1722.0,40.0,5.2,9.8,6.1,4.0,3.3,
BARILLA Salsa Ricotta con base de tomate BARILLA 400 g.,https://www.compraonline.alcampo.es/products/barilla-salsa-ricotta-con-base-de-tomate-barilla-400-g/219620,salsa de tomate con queso ricotta,Italia,3.13,7.83,400.0,g,,,,Alcampo,,,Barilla G. e R. Fratelli,97.0,402.0,5.8,1.9,6.8,5.0,3.4,0.0,
CALVO Atún claro en aceite de oliva ligero pack de 3 x 56 g.,https://www.compraonline.alcampo.es/products/calvo-at%C3%BAn-claro-en-aceite-de-oliva-ligero-pack-de-3-x-56-g/44090,Atún claro Ligero con aceite de oliva,España,4.23,25.18,168.0,g,,,,Alcampo,,3.0,Calvo Distribución Alimentaria SLU,148.0,623.0,7.0,1.0,1.0,0.0,21.0,1.0,
"PESCANOVA Filetes merluza del Cabo, sin piel de tamaño mediano, ideales para plancha o rebozar 400 g.",https://www.compraonline.alcampo.es/products/pescanova-filetes-merluza-del-cabo-sin-piel-de-tama%C3%B1o-mediano-ideales-para-plancha-o-rebozar-400-g/60003,Filetes de Merluza sin piel Medianos. Ultracongelados.,,5.99,14.98,400.0,g,,,,Alcampo,,,Pescanova España S.L.U,80.0,338.0,2.3,0.4,0.0,0.0,14.9,0.35,
POMPADOUR Infusión jengibre con mango 45 g.,https://www.compraonline.alcampo.es/products/pompadour-infusi%C3%B3n-jengibre-con-mango-45-g/502284,Jengibre con mango,,2.65,,,,,,,Alcampo,,20.0,"Pompadour Ibérica S.A.,",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
MONSTER Energy Ultra white zero Bebida energética sin azúcar pack lata 4 unds x 500 ml.,https://www.compraonline.alcampo.es/products/monster-energy-ultra-white-zero-bebida-energ%C3%A9tica-sin-az%C3%BAcar-pack-lata-4-unds-x-500-ml/615920,"Bebida energética carbonatada con taurina, ginseng, cafeína, L-carnitina y vitaminas del grupo B. Con edulcorantes.",,6.35,3.18,2000.0,ml,,,,Alcampo,,,Monster Energy Limited,2.0,10.0,0.0,0.0,0.9,0.0,0.0,0.2,
REESE'S Chocolatina con crema de cacahuete 79 g.,https://www.compraonline.alcampo.es/products/reese-s-chocolatina-con-crema-de-cacahuete-79-g/530442,Snack de chocolate,Estados Unidos,1.58,20.0,79.0,g,,,,Alcampo,,,"Tentafoods, S.L",522.0,2112.0,29.3,10.7,56.2,51.8,10.8,0.81,
"McCAIN Julienne Patatas con corte fino, prefritas y ultracongeladas, para hacer en freidora de aire  600 g.",https://www.compraonline.alcampo.es/products/mccain-julienne-patatas-con-corte-fino-prefritas-y-ultracongeladas-para-hacer-en-freidora-de-aire-600-g/785677,"Patatas de corte fino con un crujiente rebozado, prefritas y ultracongeladas.",Unión Europea,3.41,5.68,600.0,g,,,,Alcampo,,,McCain Food Europe B.V.,173.0,725.0,7.0,0.8,23.0,0.5,3.0,0.4,
OLD EL PASO Tortillas Mexicanas ( 6 unidades ) OLD EL PASO 216 g,https://www.compraonline.alcampo.es/products/old-el-paso-tortillas-mexicanas-6-unidades-old-el-paso-216-g/610962,"Tortillas de tapioca, maíz y quinoa. Sin gluten.",,2.49,11.53,216.0,g,,,,Alcampo,,6.0,General Mills Ibérica S.A.U.,266.0,1125.0,1.5,0.6,59.2,2.3,1.9,1.17,
"NESTLÉ Kefir líquido natural, elaborado con fermentos lácteos y levaduras de 6 x 100 g.",https://www.compraonline.alcampo.es/products/nestl%C3%A9-kefir-l%C3%ADquido-natural-elaborado-con-fermentos-l%C3%A1cteos-y-levaduras-de-6-x-100-g/422961,"Leche fermentada desnatada, con levaduras y gránulos de kéfir.",,2.68,4.56,588.0,ml,,,,Alcampo,,6100.0,Lactalis Nestlé,35.0,151.0,0.1,0.1,4.9,4.9,3.7,0.17,
Mejillones malla 1 kg.,https://www.compraonline.alcampo.es/products/mejillones-malla-1-kg/73625,Mejillón,España,2.49,2.49,1000.0,g,,,,Alcampo,,,"MARISCOS CAMPELO, S. A.",86.0,360.0,2.2,0.4,0.0,0.0,11.9,0.72,
VALENTINA Salsa roja picante VALENTINA 370 ml,https://www.compraonline.alcampo.es/products/valentina-salsa-roja-picante-valentina-370-ml/621845,Salsa picante etiqueta roja,Mexico,2.69,7.27,370.0,ml,,,,Alcampo,,,Importaciones cuesta S.L.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,
HELLMANN'S Salsa mayonesa en formato bote bocabajo  250 ml.,https://www.compraonline.alcampo.es/products/hellmann-s-salsa-mayonesa-en-formato-bote-bocabajo-250-ml/886813,Mayonesa,España,2.1,8.4,250.0,ml,,,,Alcampo,,16.0,"Unilever España, S.A.",573.0,2395.0,63.0,10.0,2.3,1.5,0.8,1.1,
"VIVESOY de Pascual Bebida vegetal de soja ligera, sin azúcar 6 x 1 l.",https://www.compraonline.alcampo.es/products/vivesoy-de-pascual-bebida-vegetal-de-soja-ligera-sin-az%C3%BAcar-6-x-1-l/193050,"Bebida de soja ligera sin azúcar con aminoácidos, calcio y vitaminas D y B12",España,9.6,1.6,6000.0,ml,,,,Alcampo,,4.0,"Calidad Pascual, SAU.",27.0,113.0,1.4,0.2,0.5,0.0,2.7,0.12,
"PRODUCTO ALCAMPO Cereales rellenos de crema de cacao con avellanas, sin gluten 400 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-cereales-rellenos-de-crema-de-cacao-con-avellanas-sin-gluten-400-g/404127,Cereales de desayuno de maíz y arroz extrusionados con relleno de crema de cacao y avellanas,,2.18,5.45,400.0,g,,,,Alcampo,,13.0,"Alcampo, S.A.",451.0,1893.0,18.0,3.3,66.0,25.0,5.3,0.77,
SEVEN UP Refresco con aromas naturales y sabor a lima limón lata de 33 cl.,https://www.compraonline.alcampo.es/products/seven-up-refresco-con-aromas-naturales-y-sabor-a-lima-lim%C3%B3n-lata-de-33-cl/37908,Bebida refrescante aromatizada con aromas naturales. Con azúcar y edulcorantes.,,0.54,1.64,330.0,ml,,,,Alcampo,,,COMPAÑIA DE BEBIDAS PEPSICO SL,19.0,82.0,0.0,0.0,4.7,4.7,0.0,0.04,
DODONI Queso feta sin lactosa 150 g.,https://www.compraonline.alcampo.es/products/dodoni-queso-feta-sin-lactosa-150-g/710632,Queso feta DOP de leche pasteurizada de oveja y cabra M.G./E.S. 43%,,4.14,27.6,150.0,g,,,,Alcampo,,,Dodoni,257.0,1075.0,21.0,15.7,0.0,0.0,17.0,2.5,
TILDA Arroz basmati original paquete de 1 kilogramo,https://www.compraonline.alcampo.es/products/tilda-arroz-basmati-original-paquete-de-1-kilogramo/24535,Arroz largo Basmati,,2.99,2.99,1000.0,g,,,,Alcampo,,,Herba Ricemills. S.L.U.,353.0,1497.0,1.1,0.4,76.0,0.0,8.6,0.0,
ACTIVIA Bifidus con trocitos de jugosa pera de Danone 4 x 120 g.,https://www.compraonline.alcampo.es/products/activia-bifidus-con-trocitos-de-jugosa-pera-de-danone-4-x-120-g/50316,Leche fermentada con bifidus. Con pera,,2.89,6.02,480.0,g,,,,Alcampo,,,Danone S.A.,89.0,372.0,2.8,1.7,12.3,11.8,3.6,0.1,
BONKA Café Molido Mezcla 70% natural 30% torrefacto 250 g.,https://www.compraonline.alcampo.es/products/bonka-caf%C3%A9-molido-mezcla-70-natural-30-torrefacto-250-g/16914,Café molido de tueste natural (70%) y torrefacto (30%),España,4.7,18.8,250.0,g,,,,Alcampo,,,"Nestlé España, S.A.",235.0,962.0,11.5,4.9,0.2,0.2,11.5,0.01,
Bandeja de hamburguesas de pollo con zanahoria ALDELÍS 316 g.,https://www.compraonline.alcampo.es/products/bandeja-de-hamburguesas-de-pollo-con-zanahoria-aldel%C3%ADs-316-g/643102,Preparado de carne. Hamburguesa de pollo con zanahoria.,España,3.99,12.63,316.0,g,,,,Alcampo,,,AVES NOBLES Y DERIVADOS S.L.,175.0,732.0,10.9,3.5,5.3,1.4,13.0,1.71,
PEPSI ZERO Refresco de cola a la lima Zero azúcar lata 33 cl.,https://www.compraonline.alcampo.es/products/pepsi-zero-refresco-de-cola-a-la-lima-zero-az%C3%BAcar-lata-33-cl/793175,Bebida refrescante aromatizada  con edulcorantes,,0.71,2.15,330.0,ml,,,,Alcampo,,,COMPAÑIA DE BEBIDAS PEPSICO SL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAGGI Fusian Yakisoba (Fideos Orientales) con sabor a pollo 120 g.,https://www.compraonline.alcampo.es/products/maggi-fusian-yakisoba-fideos-orientales-con-sabor-a-pollo-120-g/24449,"Noodles de trigo con salsa, hortalizas deshidratadas y condimento sabor a pollo",Ucrania,1.49,12.42,120.0,g,,,,Alcampo,,2.0,"NESTLÉ ESPAÑA, S.A.",433.0,589.0,5.6,1.3,58.2,7.2,8.8,3.7,
BARILLA Pasta coquillettes 500 g.,https://www.compraonline.alcampo.es/products/barilla-pasta-coquillettes-500-g/515038,Pasta alimenticia de trigo duro,Italia,1.56,3.12,500.0,g,,,,Alcampo,,,Barilla G. e R. Fratelli,359.0,1521.0,2.0,0.5,71.0,3.5,13.0,0.0,
"PULEVA Batido con sabor a fresa, elaborado con un 90% de leche PULEVA 6 x 200 ml.",https://www.compraonline.alcampo.es/products/puleva-batido-con-sabor-a-fresa-elaborado-con-un-90-de-leche-puleva-6-x-200-ml/53396,Batido de fresa. UHT.,,2.39,1.99,1200.0,ml,,,,Alcampo,,6.0,"Lactalis Puleva, S.L.",58.0,244.0,1.0,0.7,9.2,9.2,3.0,0.15,
"DON SIMON Néctar sin azúcar añadido de manzana botella de 1,5 l.",https://www.compraonline.alcampo.es/products/don-simon-n%C3%A9ctar-sin-az%C3%BAcar-a%C3%B1adido-de-manzana-botella-de-1-5-l/888773,Bebida de zumo de frutas. Con edulcorante. Contenido de fruta: min 50%.,España,1.5,1.0,1500.0,ml,,,,Alcampo,,,JGC S.A,23.0,99.0,0.0,0.0,5.7,4.2,0.1,0.01,
HELLMANN'S Salsa picante ideal para tacos y burritos HELLMANN´S HOT MEXICAN 250 ml.,https://www.compraonline.alcampo.es/products/hellmann-s-salsa-picante-ideal-para-tacos-y-burritos-hellmann-s-hot-mexican-250-ml/682119,Salsa,España,1.7,6.8,250.0,ml,,,,Alcampo,,17.0,"Unilever España, S.A.",63.0,266.0,0.5,0.1,14.0,9.6,1.0,1.4,
COCA COLA Zero azúcar Zero cafeína refresco de cola pack 12 unds de 330ml Lata,https://www.compraonline.alcampo.es/products/coca-cola-zero-az%C3%BAcar-zero-cafe%C3%ADna-refresco-de-cola-pack-12-unds-de-330ml-lata/888734,Bebida refrescante aromatizada. con edulcorantes.,,9.84,2.48,3960.0,ml,,,,Alcampo,,,"Coca-Cola Europacific Partners Iberia, S.L.U.",0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.02,
DHUL Gourmet Tarta de queso cremosa 2 x 100 g.,https://www.compraonline.alcampo.es/products/dhul-gourmet-tarta-de-queso-cremosa-2-x-100-g/188917,Postre lácteo con queso y huevo,España,2.08,10.4,200.0,g,,,,Alcampo,,2.0,"Andros Granada, SLU",232.0,966.0,16.0,10.5,18.0,17.0,4.5,0.4,
"BOADAS 1880 al corte Paleta de cebo ibérica (50% raza ibérica), cortada en finas lascas 90 g.",https://www.compraonline.alcampo.es/products/boadas-1880-al-corte-paleta-de-cebo-ib%C3%A9rica-50-raza-ib%C3%A9rica-cortada-en-finas-lascas-90-g/424107,Paleta de cebo ibérica 50% raza ibérica.,España,6.25,69.44,90.0,g,,,,Alcampo,,,"Boadas 1880, S.A.",276.0,1153.0,16.0,5.3,1.0,0.5,32.0,3.6,
"ENJOY Refresco de limón botella de 1,5 litros",https://www.compraonline.alcampo.es/products/enjoy-refresco-de-lim%C3%B3n-botella-de-1-5-litros/40737,Bebida refrescante de fruta (12% zumo de limón). Con azúcar y edulcorante,,1.1,0.73,1500.0,ml,,,,Alcampo,,,"AGUA MINERAL SAN BENEDETTO, S.A.U.",18.0,76.0,0.0,0.0,4.4,4.4,0.0,0.0,
"PRODUCTO ALCAMPO Pan de molde multicereales, elaborado sin gluten 300 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-pan-de-molde-multicereales-elaborado-sin-gluten-300-g/982215,Producto horneado elaborado a partir de mezcla de almidones y harinas sin gluten,España,2.25,7.5,300.0,g,,,,Alcampo,,,Airos Delicatessen S.L,269.0,1124.0,9.3,0.9,33.0,3.5,6.0,0.92,
QUAKER Cruesli Cereales muesli con frutos secos 375 g.,https://www.compraonline.alcampo.es/products/quaker-cruesli-cereales-muesli-con-frutos-secos-375-g/25887,Copos de cereales tostados crujientes con mezcla de frutos secos,,5.12,13.65,375.0,g,,,,Alcampo,,,PEPSICO FOODS AIE,462.0,1913.0,19.4,2.0,56.8,12.2,8.5,0.01,
PRODUCTO ALCAMPO Galletas de mantequilla con tableta de chocolate blanco 150 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-galletas-de-mantequilla-con-tableta-de-chocolate-blanco-150-g/15251,12 PETITS BEURRE AVEC TABLETTE DE CHOCOLAT BLANC,Francia,1.39,9.27,150.0,g,,,,Alcampo,,,AUCHAN SAS OIA,125.0,521.0,5.8,3.8,17.0,9.3,1.5,0.16,
CALVO Mejillón al natural 115 gr.,https://www.compraonline.alcampo.es/products/calvo-mejill%C3%B3n-al-natural-115-gr/432878,Mejillones en escabeche de las Rías Gallegas. Tamaño pequeño,España,2.27,19.74,115.0,g,,,,Alcampo,,,Calvo Distribución Alimentaria SLU,110.0,460.0,4.0,1.0,0.0,0.0,19.0,2.0,
ESENCIA 27 Vino blanco semidulce de aguja natural con I.G.P Vino de la Tierra de Castilla y León botella 75 cl.,https://www.compraonline.alcampo.es/products/esencia-27-vino-blanco-semidulce-de-aguja-natural-con-i-g-p-vino-de-la-tierra-de-castilla-y-le%C3%B3n-botella-75-cl/310917,Vino semidulce blanco,,6.95,,,,,,,Alcampo,,,"Meoriga bodegas & Viñedos, SL",50.0,211.0,0.1,0.0,14.0,6.0,0.1,0.0,
PRODUCTO ALCAMPO Bio Miel de flores ecológica bote 500 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-bio-miel-de-flores-ecol%C3%B3gica-bote-500-g/671495,"Miel de flores ecológica UE. Mezcla de mieles originales de Hungria, Bulgaria y España",Hungria,5.48,10.96,500.0,g,,,,Alcampo,,,Mielso S.A,330.0,1404.0,0.0,0.0,82.0,72.0,0.6,0.02,
"GERBER Organic Tarrito de de brocolí y guisantes con pavo, a partir de 6 meses 190 g.",https://www.compraonline.alcampo.es/products/gerber-organic-tarrito-de-de-brocol%C3%AD-y-guisantes-con-pavo-a-partir-de-6-meses-190-g/520657,Alimento infantil. Puré de brócoli y guisantes con pavo.,Polonia,2.33,12.26,190.0,g,,,,Alcampo,,,"Nestlé España, S.A.",60.0,251.0,2.0,0.4,5.3,1.1,4.0,0.03,
RANA Clásicas Raviolis de pasta fresca rellenos de carne de costillas con salsa barbacoa 250 g.,https://www.compraonline.alcampo.es/products/rana-cl%C3%A1sicas-raviolis-de-pasta-fresca-rellenos-de-carne-de-costillas-con-salsa-barbacoa-250-g/632379,pasta fresca Ravioli costilla BBQ,Italia,3.33,13.32,250.0,g,,,,Alcampo,,2.0,Rana Hispania sau,223.0,925.0,17.0,5.4,3.1,3.1,14.0,0.6,
EL POZO Fuet nobleza EL POZO 200 g.,https://www.compraonline.alcampo.es/products/el-pozo-fuet-nobleza-el-pozo-200-g/54322,FUET.,Región de Murcia - ESPAÑA,2.3,11.52,200.0,g,,,,Alcampo,,,ELPOZO ALIMENTACIÓN S.A.,483.0,1998.0,42.5,14.9,6.5,4.5,18.5,4.5,
PRODUCTO ALCAMPO Infusión de hinojo 20 uds.,https://www.compraonline.alcampo.es/products/producto-alcampo-infusi%C3%B3n-de-hinojo-20-uds/310754,Hinojo desecado y envasado en bolsitas para infusión,,1.04,,,,,,,Alcampo,,,Pompadour Ibérica S.A.,1.0,3.0,0.1,0.1,0.2,0.1,0.0,0.0,
ALCAMPO ECOLÓGICO Alubias cocidas ecológicas 450 g.,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-alubias-cocidas-ecol%C3%B3gicas-450-g/869005,Alubia cocida. Procedente de la agricultura ecológica. Categoría extra.,,3.65,8.11,450.0,g,,,,Alcampo,,2.0,"Envasado por Legumbres Baena, S.L para Auchan Retail España, S.L",103.0,435.0,0.0,0.0,16.0,0.0,7.3,0.7,
"POMPADOUR Poleo menta 25 uds. 1,5 g.",https://www.compraonline.alcampo.es/products/pompadour-poleo-menta-25-uds-1-5-g/16451,Menta,España,1.99,79.6,25.0,g,,,,Alcampo,,,"POMPADOUR IBÉRICA, S.A",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
PASCUAL Leche semidesnatada procedente de animales con bienestar garantizado 6 x 1l.,https://www.compraonline.alcampo.es/products/pascual-leche-semidesnatada-procedente-de-animales-con-bienestar-garantizado-6-x-1l/54505,Leche semidesnatada UHT,España,7.08,1.18,6000.0,ml,,,,Alcampo,,5.0,"Calidad Pascual, SAU.",46.0,196.0,1.6,1.1,4.7,4.7,3.3,0.12,
"RANA Paglia e fieno de pasta fresca, laminada al bronce RANA 250 g.",https://www.compraonline.alcampo.es/products/rana-paglia-e-fieno-de-pasta-fresca-laminada-al-bronce-rana-250-g/89389,Pasta fresca al huevo paglia e fieno,Italia,2.33,9.32,250.0,g,,,,Alcampo,,2.0,Rana Hispania sau,278.0,1178.0,2.8,0.8,52.0,1.3,10.0,0.07,
AZPILICUETA Vino tinto de crianza con D.O. Ca. Rioja botella 75 cl.,https://www.compraonline.alcampo.es/products/azpilicueta-vino-tinto-de-crianza-con-d-o-ca-rioja-botella-75-cl/40267,Vino,,7.9,,,,,,,Alcampo,,,Pernod Ricard España S.A.,79.0,327.0,0.0,0.0,1.0,0.0,0.0,0.0,
MARQUÉS DE VIZHOJA Vino blanco vegano sin D.O. botella 75 cl.,https://www.compraonline.alcampo.es/products/marqu%C3%A9s-de-vizhoja-vino-blanco-vegano-sin-d-o-botella-75-cl/30372,Vino,,4.49,,,,,,,Alcampo,,,"Bodegas Marqués de Vizhoja, S.A.",64.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,
OINOZ Vino tinto crianza con D. O. Ca. Rioja botella 75 cl.,https://www.compraonline.alcampo.es/products/oinoz-vino-tinto-crianza-con-d-o-ca-rioja-botella-75-cl/760849,Vino,,7.98,,,,,,,Alcampo,,,Bodega Matarromera S.L,79.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,
1906 Cervezas reserva especial pack de 6 botellines de 33 cl.,https://www.compraonline.alcampo.es/products/1906-cervezas-reserva-especial-pack-de-6-botellines-de-33-cl/30281,Cerveza Extra,España,6.49,3.28,1980.0,ml,,,,Alcampo,,,Hijos de Rivera S.A.U,54.0,224.0,0.0,0.0,3.9,0.0,0.0,0.0,
FERRARINI Salami di Parma cortado en lonchas FERRARINI 90 g.,https://www.compraonline.alcampo.es/products/ferrarini-salami-di-parma-cortado-en-lonchas-ferrarini-90-g/65893,Salame,Italia,2.98,33.11,90.0,g,,,,Alcampo,,,Ferrarini España S.L,252.0,1051.0,16.0,5.3,0.0,0.0,27.0,4.6,
PUENTE DE PIEDRA Vino tinto con D.O.P Cariñena botella 75 cl.,https://www.compraonline.alcampo.es/products/puente-de-piedra-vino-tinto-con-d-o-p-cari%C3%B1ena-botella-75-cl/438496,Vino tinto,,1.99,,,,,,,Alcampo,,,Grandes Vinos y Viñedos S.A.,87.0,363.0,0.0,0.0,2.7,0.17,0.1,0.0,
NESCAFÉ Café soluble natural 10 sobres x 2 g.,https://www.compraonline.alcampo.es/products/nescaf%C3%A9-caf%C3%A9-soluble-natural-10-sobres-x-2-g/26697,Café soluble,España,1.4,10.0,,,,,,Alcampo,,,"Nestlé España, S.A.",118.0,484.0,0.2,0.1,3.1,3.1,7.8,0.25,
GAROFALO Pasta fusilli lunghi GAROFALO 500 gr,https://www.compraonline.alcampo.es/products/garofalo-pasta-fusilli-lunghi-garofalo-500-gr/613456,Pasta de semola de trigo duro,,2.8,5.6,500.0,g,,,,Alcampo,,,Herba Ricemills. S.L.U.,357.0,1516.0,1.0,0.0,73.0,2.0,14.0,0.0,
PRODUCTO ALCAMPO Harina de arroz sin gluten 500 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-harina-de-arroz-sin-gluten-500-g/918808,Farine de riz,India,2.55,5.1,500.0,g,,,,Alcampo,,,AUCHAN SAS OIA,352.0,1473.0,0.6,0.1,79.0,0.5,7.1,0.01,
TRINA Refresco de manzana lata de 33 cl.,https://www.compraonline.alcampo.es/products/trina-refresco-de-manzana-lata-de-33-cl/34595,Bebida refrescante de zumo de frutas.,,0.61,1.85,330.0,ml,,,,Alcampo,,,"Schweppes, S.A. ""Envasado con licencia de schweppes international limited.""",41.0,175.0,0.0,0.0,10.0,9.9,0.0,0.1,
