product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra
Bebida isotónica naranja,https://es.openfoodfacts.org/producto/5449000033819/bebida-isotonica-naranja-aquarius,Bebida refrescante funcional con sales minerales,,,,330.0,ml,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas endulzadas artificialmente, Bebidas light, Bebidas azucaradas",,"Aquarius , The Coca-Cola Company","Mercadona, Caprabo, Consum, Condis, Carrefour, Amazon, Convenience store, Spar","Punto Verde, Con edulcorantes, Recicla-amarillo",,,19.0,81.0,0.0,0.0,4.5,4.5,0.0,0.05,0.0
Galletas 0% azúcares añadidos,https://es.openfoodfacts.org/producto/20193089/galletas-0-azucares-anadidos-sondey,,,,,,,"Biscuits and crackers, Galletas","Gluten, Soja","Lidl , Sondey",Lidl,"Fuente de fibra alimentaria, Rico en fibra, Sin azúcares añadidos, Nutriscore, Nutriscore C, Alianza para Bosques, Con edulcorantes",,,404.0,1686.0,19.1,4.4,54.4,1.1,8.8,0.65,7.8
Doradas al horno sin azúcares,https://es.openfoodfacts.org/producto/8410376009408/doradas-al-horno-sin-azucares-gullon,Galleta con Edulcorantes sin Azucares,,,,330.0,g,"Botanas, Snacks dulces, Galletas y pasteles, Galletas",Gluten,Gullón,,"Ecoponto amarelo, pt:Ecoponto azul, pt:Fonte de fibra",,,439.0,1839.0,18.0,1.5,68.0,0.5,6.0,0.4,4.0
Bebida de avena calcio,https://es.openfoodfacts.org/producto/20659318/bebida-de-avena-calcio-vemondo,Bebida de avena enriquecida con calcio y vitamina D,,,,1000.0,ml,"Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas no azucaradas, Bebidas de avena",Avena,Vemondo,Lidl,"Vegetariano, Vegano, 100% vegetal, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, FSC, FSC Mixto, Punto Verde, Sin azúcares añadidos",,,46.0,196.0,0.8,0.1,8.3,6.3,1.4,0.07,0.2
Quinoa,https://es.openfoodfacts.org/producto/8480000094308/quinoa-hacendado,Quinoa en grano,,,,500.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Quinoa",,Hacendado,Mercadona,"Sin gluten, Fuente de fibra alimentaria, Fuente de proteínas, Punto Verde, Rico en fibra, Alto en proteinas",,,389.0,1628.0,6.1,0.78,66.05,6.32,14.0,0.0,
Margarina ligera,https://es.openfoodfacts.org/producto/8480000208767/margarina-ligera-hacendado,,,,,500.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Untables, Aceites y grasas, Untables vegetales, Untables salados, Grasas vegetales, Grasas para untar, Margarinas, Margarinas ligeras",,Hacendado,Mercadona,,,,1548.0,1548.0,40.0,12.0,2.2,0.4,0.5,0.4,
Arroz redondo,https://es.openfoodfacts.org/producto/8480000050441/arroz-redondo-hacendado,Arroz redondo,,,,1000.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Arroces, Arroces de grano corto",,Hacendado,Mercadona,"Vegetariano, Vegano, Categoría I, Punto Verde",,,344.0,1439.0,1.0,0.2,75.0,0.5,8.2,0.01,
Pan Tostado 100% Integral de Trigo,https://es.openfoodfacts.org/producto/8480000860088/pan-tostado-100-integral-de-trigo-hacendado,,,,,550.0,g,Alimentos y bebidas de origen vegetal  Alimentos de origen vegetal  Cereales y patatas  Panes  Tostadas,"Gluten, Granos de sésamo, Soja",Hacendado,Mercadona,Punto Verde,,,376.0,1585.0,6.0,0.7,59.4,3.3,16.0,1.5,10.2
Carne de kebab pollo,https://es.openfoodfacts.org/producto/8480000137784/carne-de-kebab-pollo-hacendado,,,,,,,"Productos a base de carne, Carnes, Pollo y sus productos, Aves, Pollo, Ultraprocesao",Soja,Hacendado,,,,,191.0,799.0,10.0,3.4,2.7,1.1,22.4,1.9,
Tomate Ketchup Heinz,https://es.openfoodfacts.org/producto/8410066136360/tomate-ketchup-heinz,,,,,650.0,g,"Meal sauces, Salsas de tomate, Salsas de tomate frito, Kétchups",Apio,Heinz,,"Sin gluten, Sin conservantes, Punto Verde",,,102.0,435.0,0.1,0.1,23.2,22.8,1.2,1.8,
Fusilli de lentejas rojas,https://es.openfoodfacts.org/producto/8032804430822/fusilli-de-lentejas-rojas-felicia,Hálices sin gluten,,,,250.0,g,"Specific products, Pastas alimenticias, en:Products for specific diets, en:Cereal pastas, Productos sin gluten, Pasta seca, Pasta sin gluten",,felicia,Mercadona,"Vegetariano, Sin gluten, Fuente de fibra alimentaria, Fuente de proteínas, Vegano, Punto Verde, Rico en fibra, Alto en proteinas, Fabricado en Italia, Sin huevo, Sin leche, Recicla Amarillo",,,334.0,1412.0,1.7,0.4,50.0,1.2,26.0,0.01,7.6
Piña en su Jugo,https://es.openfoodfacts.org/producto/8480000152039/pina-en-su-jugo-hacendado,Piña en rodajas en su jugo,,,,681.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Alimentos de origen vegetal en conserva, Frutas y sus productos, Frutas, Frutas en conserva, Frutas tropicales, Piñas, Conservas de frutas en zumo, Piña enlatada, Piña en conserva en zumo",,Hacendado,Mercadona,"Punto Verde, Sin azúcares añadidos",,,55.0,230.0,0.1,0.0,13.2,11.0,0.4,0.01,0.5
Tortitas de maíz,https://es.openfoodfacts.org/producto/8423207201315/tortitas-de-maiz-bicentury,Tortitas de maíz. Sin gluten.,,,,130.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Tortitas de cereales, Tortitas de maíz",Soja,Bicentury,"SuperSol, Familia","Sin gluten, Punto Verde",,,379.0,1607.0,2.0,0.3,81.0,1.0,7.7,1.7,3.1
Lasagna boloñesa,https://es.openfoodfacts.org/producto/8480000044877/lasagna-bolonesa-hacendado,,,,,350.0,g,"Meat lasagnas, Lasaña boloñesa","Huevos, Gluten, Leche",Hacendado,Mercadona,Punto Verde,,,143.0,598.0,6.1,3.4,14.0,3.5,7.4,0.9,1.0
Cookies sin gluten y sin lactosa,https://es.openfoodfacts.org/producto/8480000146373/cookies-sin-gluten-y-sin-lactosa-hacendado,,,,,200.0,g,"Biscuits and crackers, Galletas, Galletas de chocolate",Huevos,Hacendado,Mercadona,"Sin gluten, Punto Verde, Sin lactosa",,,476.0,1990.0,21.2,6.47,65.9,31.8,4.12,0.985,1.18
Crema de cacahuete,https://es.openfoodfacts.org/producto/4056489620938/crema-de-cacahuete-maribel,,,,,500.0,g,erdnusscreme,Cacahuetes,Maribel,Lidl,Nutriscore,,,683.0,2860.0,55.1,12.0,12.0,3.9,30.4,0.03,9.2
Puré de patatas en copos instantáneo,https://es.openfoodfacts.org/producto/8480000232649/pure-de-patatas-en-copos-instantaneo-hacendado,,,,,500.0,g,"Potato preparations, en:Mashed potatoes, en:Instant mashed potatoes, en:Potato flours","Dióxido de azufre, sulfitos",Hacendado,Mercadona,"Sin gluten, Punto Verde, Recicla amarillo, Recicla azul",,,349.0,1481.0,0.6,0.4,74.0,1.5,8.3,0.15,7.4
Flan de huevo +Proteínas Hacendado 0% m.g,https://es.openfoodfacts.org/producto/8480000676351/flan-de-huevo-proteinas-hacendado-0-m-g,,,,,400.0,g,"Lácteos, Postres, Postres lácteos, Flanes, Flanes de huevo","Huevos, Leche",Hacendado,Mercadona,Sin gluten,,,62.0,262.0,0.2,0.2,5.9,4.0,10.0,0.28,
Bebida isotónica limón,https://es.openfoodfacts.org/producto/5449000164957/bebida-isotonica-limon-aquarius,Bebida refrescante funcional con sales minerales,,,,1500.0,ml,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas azucaradas",,"Aquarius , The CocaCola Company",Mercadona,"Punto Verde, Con edulcorantes",,,18.0,77.0,0.0,0.0,4.3,4.3,0.0,0.05,
Tomate frito estilo casero,https://es.openfoodfacts.org/producto/8480000171535/tomate-frito-estilo-casero-hacendado,Tomate frito estilo casero con aceite de oliva,,,,380.0,g,"Meal sauces, Salsas de tomate, Salsas de tomate frito, en:Groceries",,Hacendado,Mercadona,"Vegetariano, Sin gluten, Vegano, FSC, FSC Mixto, Punto Verde",,,104.0,435.0,5.0,0.5,12.4,9.7,2.0,0.788,
BBQ,https://es.openfoodfacts.org/producto/8480000173461/bbq-hacendado,Salsa barbacoa,,,,350.0,g,Groceries,,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,150.0,636.0,0.1,0.0,35.5,27.8,1.2,1.8,
Yatekomo Pollo,https://es.openfoodfacts.org/producto/8410300349952/yatekomo-pollo-gallina-blanca,Preparado alimenticio con fideos de harina de trigo y aderezo sabor pollo,,,,60.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Productos deshidratados, Pastas alimenticias, Productos deshidratados para ser rehidratados, Tallarines, Fideos instantáneos, Fideos chinos, Tallarines Tagliatelles","Apio, Huevos, Gluten, Leche, Soja",Gallina Blanca,Mercadona,Nueva receta,,,92.0,387.0,3.87,1.94,12.3,0.452,2.13,0.825,
Copos de avena suaves,https://es.openfoodfacts.org/producto/20003166/copos-de-avena-suaves-crownfield,Copos suaves de avena integral,,,,500.0,g,"Extruded flakes, en:Rolled flakes, Copos de avena, ro:Cereale",Gluten,CROWNFIELD,Lidl,"Verified, Recicla-azul, fr:medaille-d-or-de-la-societe",,,372.0,1560.0,7.0,1.25,58.8,0.75,13.5,0.025,10.0
Mayonesa,https://es.openfoodfacts.org/producto/8480000134066/mayonesa-hacendado,Mayonesa,,,,500.0,ml,"Condimentos, Salsas, Mayonesas","Huevos, Soja",Hacendado,Mercadona,"Sin gluten, Punto Verde, Sin lactosa",,,599.0,2508.0,65.0,9.7,2.4,1.33,0.6,1.1,
Eritritol y sucralosa,https://es.openfoodfacts.org/producto/8480000676375/eritritol-y-sucralosa-hacendado,Edulcorante de mesa a base de eritritol y sucralosa,,,,200.0,g,"Endulzantes, Aditivos alimentarios, Sustitutos del azúcar, Azúcar, Edulcorantes artificiales, Edulcorantes de mesa",,Hacendado,Mercadona,Punto Verde,,,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0
Sabroz Quinoa Real,https://es.openfoodfacts.org/producto/8410184040754/sabroz-quinoa-real,,,,,,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Quinoa",,Sabroz,,No glutenno-preservatives,,,147.0,615.0,3.1,0.5,24.0,0.6,4.7,0.41,3.0
Pan 100% Integral Fino,https://es.openfoodfacts.org/producto/8424465915228/pan-100-integral-fino-hacendado,,,,,165.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Panes integrales, Panes de molde integrales",Gluten,Hacendado,Mercadona,Punto Verde,,,223.0,940.0,2.5,0.4,38.0,0.9,9.1,1.2,
Digestive 0%,https://es.openfoodfacts.org/producto/8480000142009/digestive-0-hacendado,Galletas sin Azúcares Añadidos,,,,400.0,g,"Biscuits and crackers, Galletas",Gluten,Hacendado,Mercadona,"Vegetariano, Vegano, Un consumo excesivo puede tener efectos laxantes, Punto Verde, Sin azúcares añadidos, Recicla amarillo",,,483.0,2024.0,20.0,1.8,65.0,0.42,7.1,0.9,5.9
Fanta Naranja 33 cl,https://es.openfoodfacts.org/producto/5449000011527/fanta-naranja-33-cl,"Bebida refrescante de zumo de frutas, con azúcar y edulcorantes",,,,330.0,ml,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas carbonatadas, Bebidas a base de frutas, Bebidas endulzadas artificialmente, Sodas, Sodas a base de frutas, Sodas a base de naranja",,"Fanta , Fanta - The Coca Cola Company","Carrefour, Ahorramas, Mercadona, Asda","Contiene una fuente de fenilalanina, Punto Verde, Aromas naturales, Con edulcorantes",,,19.0,81.0,0.0,,4.5,4.5,0.0,0.0,
Filetes de caballa del sur en aceite de oliva,https://es.openfoodfacts.org/producto/8480000183101/filetes-de-caballa-del-sur-en-aceite-de-oliva-hacendado,,,,,180.0,g,"Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Filetes de pescado, Caballa, Filetes De Caballa, Caballas enlatadas",Pescado,Hacendado,Mercadona,,,,224.0,939.0,12.2,4.1,0.6,,26.7,0.89,
quesitos light,https://es.openfoodfacts.org/producto/8480000512321/quesitos-light-hacendado,,,,,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Untables, Untables salados, Quesos para untar",Leche,hacendado,,"Sin gluten, Punto Verde",,,151.0,632.0,9.0,6.0,6.0,6.0,11.5,1.868,
Penne Rigate Integral,https://es.openfoodfacts.org/producto/8402001010194/penne-rigate-integral-hacendado,,,,,500.0,g,"Cereal pastas, Pasta de trigo duro, Penne, Penne rigate, Macarrones integral",Gluten,Hacendado,Mercadona,Fuente de fibra alimentaria,,,345.0,1460.0,2.4,0.5,62.0,3.7,13.5,0.01,10.0
Cereales y semillas,https://es.openfoodfacts.org/producto/8480000824172/cereales-y-semillas-hacendado,,,,,250.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Pan tostado, Panecillos tostados, Panes integrales","Gluten, Granos de sésamo",Hacendado,Mercadona,Palm oil,,,425.0,1778.0,13.0,1.6,59.8,3.8,13.8,1.4,6.8
Queso fresco vaca,https://es.openfoodfacts.org/producto/8480000511911/queso-fresco-vaca-hacendado,,,,,250.0,g,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Quesos pasteurizados",Leche,Hacendado,Mercadona,,,,170.0,711.0,11.4,7.7,5.4,3.7,11.8,0.85,
"Aceite de girasol refinado 0,2º",https://es.openfoodfacts.org/producto/8480000040404/aceite-de-girasol-refinado-0-2-hacendado,Aceite refinado de girasol,,,,1000.0,ml,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Aceites vegetales, Semillas de girasol y derivados, Aceites de girasol",,Hacendado,Mercadona,Punto Verde,,,821.0,3374.0,92.0,9.0,0.0,0.0,0.0,0.0,
Special Flakes Classic,https://es.openfoodfacts.org/producto/20621469/special-flakes-classic-crownfield,,,,,500.0,g,"Extruded cereals, en:Extruded flakes, en:Breakfast cereals rich in fibre, Mezclas de copos de cereales","Gluten, en:pode-conter-vestigios-de-outros-cereais-com-gluten, en:amendoins-e-leite, en:frutos-de-casca-rija",Crownfield,Lidl,"Bajo o sin grasas, Vegetariano, Bajo en grasas, Fuente de fibra alimentaria, Vegano, FSC, Punto Verde, Rico en fibra, Hecho en Alemania, Nutriscore, Nutriscore A, PEFC",,,388.0,1620.0,1.8,0.4,79.5,8.8,9.0,0.51,8.2
Cereales rellenos de crema de cacao y avellana sin gluten,https://es.openfoodfacts.org/producto/8480000095473/cereales-rellenos-de-crema-de-cacao-y-avellana-sin-gluten-hacendado,"Cereal de desayuno de arroz y maíz extrusionados, relleno de crema de cacao con avellanas",,,,400.0,g,"Specific products, Cereales para el desayuno, en:Products for specific diets, Productos sin gluten, en:Extruded cereals, Cereales rellenos","Leche, Frutos de cáscara",Hacendado,Mercadona,"Vegetariano, Sin gluten, Punto Verde",,,461.0,1936.0,17.3,2.8,69.0,24.4,6.0,0.49,2.0
Light,https://es.openfoodfacts.org/producto/8480000158109/light-hacendado,Producto de Aperitivo Frito,,,,150.0,g,"Chips and fries, Chips fritos, Chips de patatas fritas, Chips de patatas fritas en aceite de girasol",,Hacendado,Mercadona,Light,,,464.0,1942.0,20.0,2.1,65.0,2.8,4.4,2.7,2.8
Quesitos,https://es.openfoodfacts.org/producto/8480000524058/quesitos-hacendado,Queso fundido para extender,,,,375.0,g,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Quesos pasteurizados, Queso fundido","Leche, Mantequilla",Hacendado,Mercadona,"Sin gluten, Punto Verde, Recicla-azul",,,192.0,796.0,14.3,9.9,3.9,3.9,11.8,1.78,
Maxi pavo finas lonchas,https://es.openfoodfacts.org/producto/8480000224309/maxi-pavo-finas-lonchas-hacendado,,,,,400.0,g,"Charcuteries cuites, en:Poultry hams, Fiambre de pechuga de pavo",,Hacendado,,,,,78.0,326.0,0.5,0.1,6.8,0.7,12.8,2.3,
Flora Rica en Omega 3,https://es.openfoodfacts.org/producto/8719200234826/flora-rica-en-omega-3,,,,,225.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Untables, Untables vegetales, Untables salados, Grasas para untar, Grasas vegetales, Margarinas",,Flora,"Ahorramas, Carrefour","Sin gluten, Vegetariano, Vegano, Unión Vegetariana Europea, Punto Verde, Sin lactosa, Sin aceite de palma",,,535.0,2198.0,59.0,13.0,0.4,0.4,0.4,0.2,0.0
Tastino,https://es.openfoodfacts.org/producto/4056489749516/tastino,,,,,,,"Wheat flatbreads, pt:A",Gluten,Tastino,,"Punto Verde, Nutriscore, Nutriscore A",,,296.0,1245.0,8.0,1.4,42.0,1.9,9.7,0.875,9.8
Barritas de cereales mango,https://es.openfoodfacts.org/producto/8402001021404/barritas-de-cereales-mango-hacendado,,,,,120.0,g,"Botanas, Snacks dulces, Barritas, Barritas de cereales",,Hacendado,Mercadona,"Sin edulcorantes artificiales, Punto Verde, Sin azúcares añadidos, Recicla amarillo, Recicla azul",,,345.0,1440.0,5.5,0.5,60.0,13.0,5.5,0.487,20.5
Chocolate con Leche,https://es.openfoodfacts.org/producto/7613035268388/chocolate-con-leche-nestle,Chocolate con leche,,,,125.0,g,Milk chocolate bar,Leche,"Nestlé , Extrafino",,"Sin gluten, Punto Verde, Nutriscore, Nutriscore E, Alianza para Bosques, Rainforest Alliance Cocoa, Triman, Recicla amarillo, Recicla azul",,,538.0,2248.0,30.3,17.4,58.9,57.7,6.3,0.13,2.0
Hogaza de pan con masa madre 10%,https://es.openfoodfacts.org/producto/8412600028124/hogaza-de-pan-con-masa-madre-10-the-rustik-bakery,Pan especial de trigo y centeno,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde","Gluten, Soja",The Rustik Bakery,Consum,"100% natural, Punto Verde",,,239.0,1010.0,1.5,0.3,45.0,3.8,9.4,1.1,4.0
Sirope de agave,https://es.openfoodfacts.org/producto/8480000198600/sirope-de-agave-hacendado,Sirope de agave,,,,250.0,ml,"Endulzantes, en:Siropes, en:Siropes de agave, en:Siropes simples",,Hacendado,Mercadona,"Sin gluten, Ecológico, Ecológico UE, Agricultura no UE, ES-ECO-024-MU, Punto Verde, Consejo de Agricultura Ecologica de la Región de Murcia",,,309.0,1312.0,0.0,0.0,77.2,0.0,0.0,0.0,0.0
Chocapic,https://es.openfoodfacts.org/producto/8410100026312/chocapic-nestle,,,,,430.0,g,"Extruded cereals, en:Chocolate wheat shells, en:Alimentos de origen vegetal, en:Alimentos y bebidas de origen vegetal, en:Cereales de chocolate, en:Cereales para el desayuno, en:Cereales y derivados, en:Cereales y patatas, en:Desayunos",Gluten,"Nestlé , Chocapic",,"Sin colorantes, Sin aceite de palma, Nutriscore, Nutriscore A",,,388.0,1626.0,4.8,2.0,73.6,22.4,8.8,0.22,7.5
Limonada natural light,https://es.openfoodfacts.org/producto/8410261626802/limonada-natural-light-don-simon,Bebida refrescante de zumo de frutas con azúcar y edulcorante,,,,2000.0,ml,"Lemonade with sugar and artificial sweeteners, Bebidas azucaradas",,Don Simón,"Mercadona, Alcampo","Bajo o sin azúcar, Bajo contenido de azúcar, Menos azúcar, 50% menos de azúcar, Punto Verde, Con edulcorantes",,,23.0,97.0,0.0,0.0,5.6,5.6,0.1,0.01,0.0
Vinagre de manzana,https://es.openfoodfacts.org/producto/8480000049575/vinagre-de-manzana-hacendado,Vinagre de manzana,,,,1000.0,ml,"Condimentos, Vinagres, Vinagres de manzana","Dióxido de azufre, sulfitos",Hacendado,Mercadona,"Con sulfitos, Punto Verde",,,17.0,74.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
Pasta de sésamo tahini,https://es.openfoodfacts.org/producto/8480000174413/pasta-de-sesamo-tahini-hacendado,Puré de semillas de sésamo descascarilladas,,,,,,groceries,Granos de sésamo,Hacendado,Mercadona,Punto Verde,,,710.0,2932.0,65.6,10.1,3.2,1.4,24.9,0.04,3.4
Panecillo tostado,https://es.openfoodfacts.org/producto/8480000134455/panecillo-tostado-hacendado,,,,,300.0,g,"b, Alimentos-e-bebidas-à-base-de-plantas, Alimentos-à-base-de-plantas, Pães","Gluten, Granos de sésamo, Soja",Hacendado,Mercadona,Punto Verde,,,382.0,1610.0,7.8,0.8,59.6,4.0,13.3,0.0,10.3
+Proteínas Mousse Chocolate**,https://es.openfoodfacts.org/producto/8480000158024/proteinas-mousse-chocolate-hacendado,**Postre Lácteo de Proteína-Mousse al Cacao,,,,200.0,g,"Entremets - mousses and creamy puddings, Postres de chocolate, Mousses dulces, en:Dairy Mousses, Mousses de chocolate, en:Refrigerated chocolate mousses",Leche,Hacendado,Mercadona,"Punto Verde, Sin lactosa, Con edulcorantes, Recicla amarillo",,,76.0,322.0,1.6,1.1,5.0,4.0,10.0,0.1,1.0
Pasas sultanas,https://es.openfoodfacts.org/producto/8480000230102/pasas-sultanas-hacendado,Uvas pasas sultanas sin semillas,,,,250.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Uvas pasas, Uvas pasas sultanas",,Hacendado,Mercadona,"Fuente de fibra alimentaria, Punto Verde",,,324.0,1370.0,1.1,0.4,73.0,61.0,3.1,0.0,4.8
Crema de calabacín,https://es.openfoodfacts.org/producto/8402001012310/crema-de-calabacin-hacendado,,,,,350.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comidas preparadas, Sopas, Sopas de verduras y hortalizas, Sopas de tipo crema, Cremas de verduras y hortalizas",Apio,Hacendado,Mercadona,"Vegetariano, Sin conservantes, Vegano, Punto Verde, Sin colorantes",,,36.0,151.0,1.0,0.2,5.5,2.5,0.3,0.59,1.8
Pan integral de molde sin corteza,https://es.openfoodfacts.org/producto/8402001021541/pan-integral-de-molde-sin-corteza-hacendado,,,,,450.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Productos de panadería, Panes de molde, Panes integrales",Gluten,Hacendado,Mercadona,Fuente de fibra alimentaria,,,225.0,941.0,4.9,0.9,35.0,1.8,9.29,0.99,6.43
Leche semidesnatada,https://es.openfoodfacts.org/producto/8410297111150/leche-semidesnatada-central-lechera-asturiana,Leche UHT semidesnatada,,,,1500.0,ml,"Milks (liquid and powder), Bebida lácteas, Leches, Leches homogeneizadas, Productos pasteurizados, Leche semidesnatada, Leche UHT",Leche,Central Lechera Asturiana,Alcampo,"Empresa B certificada, Punto Verde, Garantía Ganadera, Gestión de Servicios Agrarios",,,46.0,194.0,1.6,1.1,4.7,4.7,3.2,0.1,
All-bran choco,https://es.openfoodfacts.org/producto/5053827139335/all-bran-choco-kellogg-s,Trigo integral relleno con chocolate,,,,375.0,g,"Extruded cereals, en:Breakfast cereals rich in fibre, Cereales rellenos","Gluten, Leche, Soja",Kellogg's,"Ahorramás, Consum","Halal Food Authority, Rico en fibra",,,392.0,1651.0,8.0,4.5,65.0,19.0,10.0,0.05,10.0
Yogur natural con azucar de caña,https://es.openfoodfacts.org/producto/8480000205841/yogur-natural-con-azucar-de-cana-hacendado,,,,,,,"Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales",Leche,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,94.0,394.0,3.8,2.7,11.6,11.6,2.7,0.1,0.0
Bebida isotónica limón zero azúcar,https://es.openfoodfacts.org/producto/5449000171771/bebida-isotonica-limon-zero-azucar-aquarius,"Bebida refrescante funcional con sales minerales, con edulcorantes",,,,1500.0,ml,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas endulzadas artificialmente",,Aquarius,Mercadona,"Bajo o sin azúcar, Contiene una fuente de fenilalanina, Punto Verde, Sin azúcar, Con edulcorantes",,,1.0,4.0,0.0,,0.0,,0.0,0.06,
Panela,https://es.openfoodfacts.org/producto/8480000198594/panela-hacendado,Azúcar moreno de caña integral sin refinar,,,,500.0,g,"Azúcar, en:Azúcar de caña, en:Azúcar moreno, en:Endulzantes, en:Panela en polvo",,Hacendado,Mercadona,"100% natural, Punto Verde",,,376.0,1598.0,0.0,0.0,94.0,94.0,0.0,0.0,0.0
Mayonesa,https://es.openfoodfacts.org/producto/8410086311501/mayonesa-ybarra,Mayonesa,,,,500.0,ml,"Condimentos, Salsas, Mayonesas",Huevos,Ybarra,"Mercadona, Consum","Sin gluten, Sin conservantes, No congelar, Punto Verde, Sin colorantes, Sin lactosa",,,616.0,2533.0,66.0,7.0,3.3,3.0,0.8,1.4,
Mozzarella,https://es.openfoodfacts.org/producto/8480000511263/mozzarella-hacendado,,,,,200.0,g,"Stretched-curd cheeses, Mozzarella, Quesos en lonchas",Leche,Hacendado,Mercadona,Punto Verde,,,290.0,1210.0,22.0,15.0,1.0,,22.0,0.983,
Margarina con sal,https://es.openfoodfacts.org/producto/8719200265837/margarina-con-sal-tulipan,,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Untables, Untables vegetales, Untables salados, Grasas para untar, Grasas vegetales, Margarinas, Margarinas ligeras",,Tulipan,,"Sin gluten, Vegetariano, Sin aromas artificiales, Sin conservantes, Vegano, Punto Verde, Sin aromas, Sin aceite de palma",,,531.0,2183.0,59.0,22.0,0.5,0.5,0.5,0.9,0.0
Yogur Griego,https://es.openfoodfacts.org/producto/8402001012068/yogur-griego-hacendado,,,,,,,"Fermented dairy desserts, Yogures, Yogures estilo griego",Leche,Hacendado,Mercadona,,,,150.0,625.0,10.0,7.0,11.3,11.3,3.7,0.0,
Salsa miel y mostaza,https://es.openfoodfacts.org/producto/8402001013218/salsa-miel-y-mostaza-hacendado,Salsa de mostaza y miel,,,,340.0,g,"Condimentos, Salsas, Salsas de mostaza, Mostazas con miel",Mostaza,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,158.0,670.0,1.1,0.1,36.0,34.0,1.3,1.6,0.5
Nescafé classic natural,https://es.openfoodfacts.org/producto/8410100020549/nescafe-classic-natural-nestle,Café soluble,,,,200.0,g,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Preparaciones de bebidas, Cafés, Bebidas instantáneas, Cafés solubles",,Nestlé,"Carrefour, Condis, Alcampo, Mercadona, Eroski, Dia, Caprabo, Hipercor, El Corte Inglés, Consum",Punto Verde,,,2.0,10.0,0.0,0.0,0.1,0.1,0.2,0.01,0.7
Cebolla frita crujiente,https://es.openfoodfacts.org/producto/8718781824402/cebolla-frita-crujiente-hacendado,Cebolla frita crujiente,,,,150.0,g,Groceries,Gluten,Hacendado,Mercadona,"Contiene gluten, Punto Verde",,,590.0,2450.0,44.0,21.0,40.0,9.0,6.0,1.2,5.0
