source,product_name,brand,weight_volume_clean,country,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,score_nutricional
alcampo,TIO PEPE  Vino fino extra seco con D.O. Jerez-Xerez-Sherry botella 75 cl.,TIO,,,83.0,349.0,0.0,0.0,0.05,0.05,0.0,0.0,4.0,100.0
alcampo,PEPSI ZERO Refresco de cola zero sin azúcar botella 50 cl.,PEPSI,500.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
alcampo,"CENTRAL LECHERA ASTURIANA Leche de vaca semidesnatada, de origen español 6 x 2.2 l.",CENTRAL,13200.0,,45.0,190.0,1.55,1.0,4.65,4.65,3.15,0.1,4.0,100.0
alcampo,BONNE MAMAN Mermelada de naranja amarga 370 gr.,BONNE,370.0,Francia,240.0,1017.0,0.1,0.0,59.0,59.0,0.3,0.0,4.0,12.0
alcampo,EL POZO 1954 Jamón curado cortado en lonchas 225 g.,EL,225.0,Región de Murcia - ESPAÑA,232.0,972.0,12.5,4.6,0.0,0.0,30.0,5.0,4.0,95.0
alcampo,Tarta de queso 300 g.,,300.0,,184.0,779.0,2.5,1.65,31.0,12.4,9.0,0.36,4.0,100.0
alcampo,"ALCAMPO GOURMET Salchichas alemanas cocidas de cerdo, tipo Bratwurst ALCAMPO GOURMET 4 x 90 g.",ALCAMPO,360.0,"Alemania, Alemania",283.0,1172.0,24.7,9.9,1.0,1.0,14.0,1.5,4.0,81.89999999999999
alcampo,PRODUCTO ALCAMPO Bebida isotónica con sabor a limón lata 33 cl.,PRODUCTO,330.0,"España, España",18.0,76.0,0.0,0.0,4.21,4.2,0.0,0.05,4.0,100.0
alcampo,PRODUCTO ALCAMPO Nachos de maíz con sabor a chili 400 g.,PRODUCTO,400.0,"Bélgica, .",472.0,1979.0,20.0,2.0,64.0,4.0,6.6,1.3,4.0,92.8
alcampo,PRODUCTO ALCAMPO Galletas de mantequilla con tableta de chocolate con leche 150 g.,PRODUCTO,150.0,"Francia, .",502.0,2104.0,23.0,15.0,66.0,34.0,6.6,0.63,4.0,15.799999999999997
alcampo,PRODUCTO ALCAMPO Bio Spaghetti de trigo integral ecológico 500 g.,PRODUCTO,500.0,"España, Fabricado en España",336.0,1420.0,2.1,0.6,62.0,4.1,12.0,0.03,4.0,100.0
alcampo,TIGER KHAN Salsa hoisin TIGER KHAN 300 ml.,TIGER,300.0,República Popular de China,172.0,733.0,0.0,0.0,41.0,31.0,2.1,6.4,4.0,19.0
alcampo,Bandeja de hamburguesas mixtas (pavo y pollo) ALDELÍS 4 x 80 g.,,320.0,"España, Zaragoza, España.",178.0,744.0,11.3,3.5,1.7,0.1,17.2,1.5,4.0,100.0
alcampo,"ISABEL Caballa al gril, en aceite de oliva 85 g.",ISABEL,85.0,"España, Francia",313.0,1297.0,27.0,5.9,0.0,0.0,18.0,1.2,4.0,95.3
alcampo,ALCAMPO ECOLÓGICO Guisantes ecológicos sin azúcares añadidos 280 g.,ALCAMPO,280.0,"Países Bajos, ALLEMAGNE,BELGIQUE,FRANCE,PAYS-BAS",64.0,267.0,1.0,0.2,6.4,1.6,4.8,0.32,4.0,100.0
alcampo,MATUTANO Cheetos gustosines 75 gr.,MATUTANO,75.0,,494.0,2071.0,23.0,2.0,66.0,0.6,6.0,2.0,4.0,79.6
alcampo,BARILLA Salsa Pesto a la genovesa con albahaca y queso parmesano BARILLA 190 g.,BARILLA,190.0,Italia,482.0,1989.0,46.0,5.3,9.8,5.5,4.7,0.0,4.0,38.9
alcampo,ALCAMPO ECOLÓGICO Vinagre de manzana ecológico 500 ml.,ALCAMPO,500.0,España,19.0,82.0,0.0,0.0,0.9,0.5,0.0,0.01,4.0,100.0
alcampo,AMBROSI Queso en polvo Parmigiano AMBROSI 60 g.,AMBROSI,60.0,Italia,402.0,1671.0,30.0,20.0,0.0,0.0,32.0,1.6,4.0,66.8
alcampo,"EL POZO Fuet casero categoria extra, embuchado en tripa natural, sin colorantes 2 x 150 g.",EL,300.0,Región de Murcia - ESPAÑA,413.0,1714.0,33.0,11.5,4.0,4.0,25.0,4.2,4.0,48.7
alcampo,LA MOLISANA Spaghetti negro con tinta de calamar 500 g.,LA,500.0,,351.0,1489.0,1.0,0.3,70.0,4.0,14.0,0.02,4.0,100.0
alcampo,BREWDOG Cerveza rubia Punk Ipa botella 33 cl.,BREWDOG,330.0,UK,53.0,221.0,0.1,0.0,3.0,1.8,0.1,0.1,4.0,100.0
alcampo,BARILLA Pasta Rigatoni 500 g.,BARILLA,500.0,Italia,359.0,1521.0,2.0,0.5,71.0,3.5,13.5,0.0,4.0,100.0
alcampo,ALCAMPO ECOLÓGICO Tomate entero pelado al natural ALCAMPO ECOLÓGICO tarro de 400 g.,ALCAMPO,400.0,,19.0,81.0,0.1,0.0,3.1,0.0,1.1,0.0,4.0,100.0
alcampo,TRINA ZERO  Refresco de naranja zero lata de 33 cl.,TRINA,330.0,,6.0,26.0,0.0,0.0,1.0,0.9,0.1,0.05,4.0,100.0
alcampo,STARBUCKS Bebida de café expreso frio con leche y un toque de caramelo STARBUCKS 220 ml.,STARBUCKS,220.0,,62.0,261.0,1.6,1.0,9.0,8.6,2.9,0.09,4.0,100.0
alcampo,CUATRO RAYAS Vino  blanco verdejo con D.O. Rueda botella 75 cl.,CUATRO,,,79.0,327.0,0.1,0.0,1.6,0.05,0.1,0.01,4.0,100.0
alcampo,MONSTER Energy Juiced Bad Apple Bebida energética lata 500ml,MONSTER,500.0,,36.0,153.0,0.0,0.0,9.1,8.2,0.0,0.17,4.0,100.0
alcampo,DONUTS Glacé Rosquillas de azúcar 6 uds 312 g.,DONUTS,312.0,,409.0,1711.0,22.0,11.0,46.0,21.0,5.8,0.4,4.0,65.1
alcampo,LAY'S Patatas fritas lisas con sabor a sal y vinagre en bolsa 150 g.,LAY'S,150.0,,517.0,2160.0,29.0,2.2,54.0,1.0,6.1,0.65,4.0,70.3
alcampo,TROPS Guacamole Mediterráneo 200 g.,TROPS,200.0,"España, Málaga",164.0,684.0,14.9,3.0,2.9,0.9,2.0,1.1,4.0,100.0
alcampo,CUNE  Vino  blanco verdejo con D.O. Rueda botella 75 cl.,CUNE,,,81.0,336.0,0.1,0.1,1.6,0.05,0.1,0.01,4.0,100.0
alcampo,BARILLA Pasta Gourmet La Collezione Cannelloni N.88 (Canelones) BARILLA 250 g.,BARILLA,250.0,Italia,359.0,1521.0,2.0,0.5,71.2,3.5,12.5,0.0,4.0,100.0
alcampo,Hogaza pan 100% integral 350 gr.,,350.0,"España, ESPAÑA",236.0,998.0,1.7,0.4,41.0,2.6,11.0,1.2,4.0,100.0
alcampo,"SANTA ANA Patatas fritas con sal, lisas 261 g.",SANTA,261.0,,498.0,2079.0,27.0,3.3,54.0,0.3,6.6,1.5,4.0,76.2
alcampo,"ACTIMEL + de Danone Leche fermentada con Lcasei y sabor a melocotón, fresa, naranja y albaricoque 6 x 100 g.",ACTIMEL,600.0,España,72.0,301.0,1.4,1.0,11.4,10.8,2.8,0.1,4.0,100.0
alcampo,CARRETILLA Macarrones con chorizo en salsa de tomate 300 g.,CARRETILLA,300.0,España,151.0,632.0,8.1,4.3,14.6,2.9,4.6,1.34,4.0,100.0
alcampo,EL VENTERO Queso en lonchas tierno mezcla EL VENTERO 140 g.,EL,140.0,"España, España",371.0,1538.0,31.0,22.0,1.9,1.5,21.0,1.3,4.0,43.5
alcampo,ESTOLA Vino tinto crianza D.O. La Mancha botella 75 cl.,ESTOLA,,,76.0,318.0,0.0,0.0,1.01,0.31,0.0,0.0,4.0,100.0
alcampo,ALCAMPO ECOLÓGICO Bebida de almendras son sabor intenso 1 l.,ALCAMPO,1000.0,"Francia, Saint Denis de l´hôtel",62.0,257.0,3.8,0.3,4.7,4.4,1.7,0.09,4.0,100.0
alcampo,ESTRELLA GALICIA Cervezas pack 10 uds. x 33 cl.,ESTRELLA,3300.0,España,47.0,197.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,100.0
alcampo,KAS Refresco de naranja pack 2 botellas de 2 l.,KAS,4000.0,,21.0,88.0,0.0,0.0,4.9,4.7,0.0,0.0,4.0,100.0
alcampo,EL CONFIDENTE Vino blanco Godello con D.O Valdeorras botella 75 cl.,EL,,,75.0,374.0,0.0,0.0,1.9,0.5,0.3,0.01,4.0,100.0
alcampo,PRODUCTO ALCAMPO Mejillones en escabeche (8 - 12 piezas) ecológicos 69 g.,PRODUCTO,69.0,Fabricado en España con Mejillón de las Rías Gallegas Denominación de Orígen Protegida,314.0,1298.0,29.6,4.5,1.1,0.0,13.0,1.8,4.0,82.3
alcampo,LA PIÑA Gofio de millo 1 kg,LA,1000.0,,388.0,1641.0,4.6,0.7,75.3,1.4,7.9,0.05,4.0,100.0
alcampo,FRANZISKANER Cerveza Alemana de importación lata de 50 cl.,FRANZISKANER,500.0,Alemania,43.0,180.0,0.0,0.0,3.3,0.2,0.8,0.0,4.0,100.0
alcampo,"ALVALLE Gazpacho receta original, elaborado con ingredientes 100% naturales 2 x 1 l.",ALVALLE,2000.0,,40.0,168.0,2.2,0.4,3.5,3.3,0.9,0.62,4.0,100.0
alcampo,EL ÁGUILA Cerveza sin filtrar lata pack 12 uds. x 33 cl.,EL,396.0,España,49.0,205.0,0.0,0.0,42.0,0.0,0.5,0.01,4.0,100.0
alcampo,CORONITA Cerveza pack 6 botella x 21 cl.,CORONITA,1260.0,"España, Islas Canarias",42.0,176.0,0.0,0.0,4.0,0.2,0.3,0.0,4.0,100.0
alcampo,STARBUCKS Café en cápsulas Latte Macchiato 12 uds.,STARBUCKS,128.0,Alemania,37.0,156.0,1.7,1.1,3.7,3.1,1.7,0.05,4.0,100.0
alcampo,CENTRAL LECHERA ASTURIANA Leche de vaca desnatada de origen español 6 x 1l.,CENTRAL,6000.0,,34.0,144.0,0.25,0.17,4.7,4.7,3.2,0.1,4.0,100.0
alcampo,ZANETTI Grana Padano escamas 100g,ZANETTI,100.0,,398.0,1654.0,29.0,18.0,0.0,0.0,33.0,1.5,4.0,77.5
alcampo,LAY'S Al punto de sal Patatas fritas lisas con sal de bolsa 248 g.,LAY'S,248.0,,521.0,2174.0,31.0,2.3,53.0,0.4,6.1,0.85,4.0,65.9
alcampo,KIRIN ICHIBAN Cerveza Japonesa de Importación Botella 33 Centilitros,KIRIN,330.0,"Alemania, Alemania",43.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
alcampo,SANTA ANA Patatas fritas artesanas SANTA ANA bolsa de 2 uds x 135 g.,SANTA,270.0,,498.0,2079.0,27.0,3.3,54.0,0.3,6.6,1.5,4.0,76.2
alcampo,ESTRELLA GALICIA Especial cervezas pack de 24 botellas de 25 cl.,ESTRELLA,6000.0,España,47.0,197.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,100.0
alcampo,"POMPADOUR Infusión de hinojo 20 uds. de 40 g,",POMPADOUR,40.0,España,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
alcampo,"PEPSI ZERO Refresco de cola zero sin cafeína y sin azúcar botella 1,75 l.",PEPSI,1750.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
alcampo,ESTRELLA GALICIA Especial cervezas pack 12 uds. x 25 cl,ESTRELLA,3000.0,"España, A Coruña",47.0,197.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,100.0
alcampo,ACTIVIA Bífidus desnatado (0% materia grasa) con trocitos de kiwi de Danone 4 x 120 g.,ACTIVIA,480.0,,46.0,191.0,0.1,0.0,6.4,6.1,4.6,0.15,4.0,100.0
alcampo,AUCHAN Queso Parmigiano Reggiano DOP en cuña 200 g. Producto Alcampo,AUCHAN,200.0,Italia,402.0,1671.0,30.0,20.0,0.0,0.0,32.0,1.6,4.0,66.8
alcampo,NESTLÉ Kefir líquido desnatado (0% materia grasa) sabor multi-frutas 6 x 100 g.,NESTLÉ,588.0,,34.0,146.0,0.1,0.1,4.8,4.7,3.5,0.16,4.0,100.0
alcampo,LA ESPAÑOLA Aceite de oliva intenso 5 l.,LA,5000.0,,822.0,3381.0,91.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0
alcampo,FRIPOZO Nachos con queso 250 g.,FRIPOZO,250.0,,308.0,1288.0,17.0,6.5,32.0,3.8,6.5,1.8,4.0,92.5
alcampo,"PRODUCTO ALCAMPO Tortas de anís, elaboradas sin gluten 165 g.",PRODUCTO,165.0,"España, España",520.0,2169.0,31.0,17.0,57.0,25.0,1.2,1.2,4.0,10.0
alcampo,"ALPRO Bebida de soja ligera enriquecida con calcio y vitaminas B2, B12 y D 6 x 1 l.",ALPRO,6000.0,,27.0,112.0,1.1,0.2,1.8,1.6,2.1,0.08,4.0,100.0
alcampo,Ensalada Xtreme pollo crispy FLORETTE 210 gr.,,210.0,España,260.0,1079.0,21.0,4.8,10.0,4.1,7.8,0.9,4.0,98.0
alcampo,KAIKU Kéfir natural con probióticos y vitaminas B6 y B12 Plus 350 g.,KAIKU,350.0,Alemania,58.0,243.0,2.0,1.3,4.3,4.3,5.0,0.15,4.0,100.0
alcampo,"EL POZO 1954 Corte fresco Pechuga de pavo braseada, sin lactosa NI colorantes, cortada en finas lonchas 120 g.",EL,120.0,Región de Murcia - ESPAÑA,88.0,372.0,0.5,0.1,0.5,0.5,20.3,1.8,4.0,100.0
alcampo,FLORA Materia grasa para untar vegetal 59% 400 g.,FLORA,400.0,Portugal,630.0,2591.0,70.0,13.0,0.5,0.5,0.5,0.2,4.0,0.0
alcampo,"VIVESOY de Pascual Bebida vegetal de soja, de cultivo 100% local 1 l.",VIVESOY,1000.0,"España, España",41.0,169.0,1.9,0.3,1.9,1.8,3.5,0.12,4.0,100.0
alcampo,CALVO Ventresca de atún en aceite de oliva lata de 75 g.,CALVO,75.0,"El Salvador, NO Aplica",344.0,1438.0,28.0,5.0,0.0,0.0,22.0,1.0,4.0,100.0
alcampo,Pan de pita libanés CEDAR'S BREAD 300 g.,,300.0,España,291.0,1232.0,1.6,0.3,58.0,3.2,9.5,0.35,4.0,100.0
alcampo,DULCE MARÍA  Vino blanco dulce con D.O. Vinos de Madrid botella de 75 cl.,DULCE,,,78.0,328.0,0.05,0.05,10.0,8.0,0.04,0.0,4.0,100.0
alcampo,GALBANI Mozzarella GALBANI 125 g.,GALBANI,125.0,"Italia, Italia",262.0,1084.0,23.0,16.0,0.7,0.7,13.0,0.7,4.0,65.5
alcampo,"GARCÍA BAQUERO Queso mini semicurado de vaca, cabra y oveja GARCÍA BAQUERO, 930 g.",GARCÍA,930.0,España,416.5,1727.0,34.5,23.4,1.5,1.5,25.0,1.8,4.0,33.65
alcampo,FLAVIUM Premium Vino tinto mencía con I.G.P. Vino de la Tierra de Castilla y León botella 75 cl.,FLAVIUM,,,83.63,349.9,0.0,0.0,0.4,0.15,0.2,0.01,4.0,100.0
alcampo,CALVO Sardinas en aceite de oliva 84 g.,CALVO,81.0,"Marruecos, NO Aplica",323.0,1348.0,28.0,4.0,0.0,0.0,18.0,1.0,4.0,96.0
alcampo,"ALVALLE Gourmet Gazpacho con almendras marcona, elaborado con ingredientes 100% naturales 900 ml.",ALVALLE,900.0,,82.0,340.0,6.4,0.8,3.6,2.5,1.9,0.62,4.0,100.0
alcampo,"McCAIN Patatas con corte rústico, prefritas y ultracongeladas, para hacer al horno Forno country 650 g.",,650.0,Unión Europea,162.0,679.0,5.5,0.6,24.0,0.5,3.0,0.3,4.0,100.0
openfoodfacts,"Copos de avena – Brüggen – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 4008713756661 (EAN / EAN-13)",,,,375.0,1580.0,7.0,1.3,5.3,0.7,14.0,0.02,10.0,100.0
openfoodfacts,"Digestive Avena – Hacendado – 425 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000142139 (EAN / EAN-13)",,,,477.0,1996.0,21.0,2.3,5.3,18.0,7.5,1.1,6.8,85.89999999999999
openfoodfacts,"Guacamole – Hacendado – 200g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000038524 (EAN / EAN-13)",,,,149.0,613.0,13.7,3.8,5.3,1.4,1.9,1.5,5.0,100.0
openfoodfacts,"Kéfir natural sabor suave – Hacendado – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8436547770137 (EAN / EAN-13)",,,,74.0,308.0,4.2,2.9,5.3,2.3,3.9,0.0,0.0,100.0
openfoodfacts,"Muesli Crunchy 0% – Hacendado – 500g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001010873 (EAN / EAN-13)",,,,401.0,1678.0,12.0,1.4,5.3,3.2,8.8,0.08,23.0,100.0
openfoodfacts,"Digestive Avena Choco – Gullón – 425 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410376026962 (EAN / EAN-13)",,,,476.0,1992.0,21.0,14.0,5.3,22.0,7.6,0.982,6.5,50.400000000000006
openfoodfacts,"100% Cacahuetes – Hacendado – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000168832 (EAN / EAN-13)",,,,608.0,2540.0,47.0,6.6,5.3,5.4,30.0,0.0,8.2,54.800000000000004
openfoodfacts,"Trigo espelta 0% azúcares añadidos – Hacendado – 200 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000142429 (EAN / EAN-13)",,,,422.0,1766.0,16.0,1.3,5.3,2.0,9.0,0.885,8.0,100.0
openfoodfacts,"Cacao puro desgrasado en polvo – La Chocolatera – 265 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410109121551 (EAN / EAN-13)",,,,375.0,1556.0,16.0,10.2,5.3,0.7,25.5,0.03,31.7,100.0
openfoodfacts,"Tomate frito – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000171320 (EAN / EAN-13)",,,,77.0,322.0,3.5,0.3,5.3,6.9,1.5,0.982,4.0,100.0
openfoodfacts,"Tortillas de trigo integrales – Hacendado – 360 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000809421 (EAN / EAN-13)",,,,271.0,1132.0,5.8,1.9,5.3,2.1,9.3,1.5,8.5,100.0
openfoodfacts,"Pan fibra y sésamo – HACENDADO – 250 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8710445020878 (EAN / EAN-13)",,,,391.0,1645.0,7.6,1.1,5.3,3.0,13.0,1.13,24.7,100.0
openfoodfacts,"Avena crunchy – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000156112 (EAN / EAN-13)",,,,390.0,1645.0,5.8,1.0,5.3,4.6,13.0,0.2,11.0,100.0
openfoodfacts,Nuez natural pelada – Hacendado – 200 g Código de barras: 8480000340245 (EAN / EAN-13),,,,716.0,2951.0,69.6,6.0,5.3,1.7,17.0,0.0,6.2,0.0
openfoodfacts,"Hummus de garbanzos receta clásica – Hacendado – 240 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000808585 (EAN / EAN-13)",,,,311.0,1301.0,25.8,3.3,5.3,0.1,6.0,0.855,8.0,92.4
openfoodfacts,"Bebida de Avena – Alitey – 1 l Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8423352861402 (EAN / EAN-13)",,,,47.0,198.0,0.7,0.1,5.3,5.4,1.6,0.03,0.7,100.0
openfoodfacts,"Trigo Espelta Crackers – Bachman – 240 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8710482532303 (EAN / EAN-13)",,,,440.0,1844.0,14.0,1.4,5.3,3.8,15.0,1.0,14.0,100.0
openfoodfacts,"Queso de Burgos – Queso de Burgos Hacendado – 6 x 62,5g Código de barras ambiguo : este producto tiene un código de barras con número de circulación restringido para productos dentro de una empresa. Esto significa que diferentes productores y tiendas pueden usar el mismo código de barras para diferentes productos. × Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 01415490",,,,164.0,682.0,11.5,8.1,5.3,4.2,10.9,0.95,0.0,92.05
openfoodfacts,"Almendra – Hacendado – 1 l Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000239266 (EAN / EAN-13)",,,,16.0,64.0,1.5,0.3,5.3,0.0,0.5,0.08,0.0,100.0
openfoodfacts,Pan de molde con 52% centeno – Hacendado – 720 g Código de barras: 8480000823021 (EAN / EAN-13),,,,265.0,1109.0,7.8,1.0,5.3,2.1,10.0,1.3,7.5,100.0
openfoodfacts,"Caldo casero de pollo – Gallina Blanca – 1 L Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410300349051 (EAN / EAN-13)",,,,5.0,21.0,0.3,0.0,5.3,0.1,0.4,0.75,0.0,100.0
openfoodfacts,"Muesli con quinoa, chía y chocolate negro – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000095367 (EAN / EAN-13)",,,,416.0,1748.0,13.0,4.3,5.3,18.0,9.8,0.11,10.0,100.0
openfoodfacts,Tortitas de maíz – Hacendado – 120 g Código de barras: 8480000141583 (EAN / EAN-13),,,,368.0,1562.0,1.8,0.4,5.3,1.0,7.5,0.7,1.0,100.0
openfoodfacts,"Corn Flakes 0% azúcares añadidos – Hacendado – 30 Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000229663 (EAN / EAN-13)",,,,373.0,1583.0,1.1,0.4,5.3,0.9,6.7,1.0,4.4,100.0
openfoodfacts,"Pan espelta integral – Hacendado – 400g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000864673 (EAN / EAN-13)",,,,273.0,1151.0,3.8,0.7,5.3,4.92,10.2,1.37,6.48,100.0
openfoodfacts,"Avena Crunchy Cacao – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001015205 (EAN / EAN-13)",,,,393.0,1656.0,6.4,1.6,5.3,9.0,13.0,0.18,11.0,100.0
openfoodfacts,"10 Tortillas Trigo – Hacendado – 360 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000808592 (EAN / EAN-13)",,,,294.0,1230.0,5.83,1.94,5.3,1.67,8.33,1.6,4.44,99.0
openfoodfacts,"Coca-Cola zero azúcar – 330 ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5449000131805 (EAN / EAN-13)",,,,273.5,9.0,0.0,1.4,5.3,3.3,0.0,0.02,4.0,100.0
openfoodfacts,"Copos de trigo espelta integral 0% – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000095718 (EAN / EAN-13)",,,,364.0,1529.0,2.7,0.2,5.3,1.9,14.6,0.78,8.8,100.0
openfoodfacts,"Tortitas de arroz y legumbres – Hacendado – 4 tortitas (27,3 g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000864833 (EAN / EAN-13)",,,,366.0,1530.0,3.3,0.696,5.3,1.83,24.9,1.7,8.06,100.0
openfoodfacts,"Yogur griego natural – CENDADO – 750 g (6x125g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000205599 (EAN / EAN-13)",,,,103.0,540.0,8.64,5.36,5.3,3.12,3.12,0.0,0.0,98.92
openfoodfacts,"Pechuga de Pavo Cocida 92% – Hacendado – 200g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000057105 (EAN / EAN-13)",,,,89.0,372.0,1.3,0.5,5.3,3.3,19.5,1.87,4.0,100.0
openfoodfacts,"Queso untar light – Hacendado – 300g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000512239 (EAN / EAN-13)",,,,130.0,544.0,8.3,6.0,5.3,4.8,9.0,0.002,4.0,97.0
openfoodfacts,"Griego Ligero Natural – Hacendado – 1 kg Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000213587 (EAN / EAN-13)",,,,60.0,251.0,2.0,1.4,5.3,3.3,5.8,0.59,4.0,100.0
openfoodfacts,"Suave – Hacendado – 300 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000512031 (EAN / EAN-13)",,,,241.0,994.0,23.0,16.0,5.3,2.5,4.2,1.0,4.0,61.0
