source,product_name,brand,weight_volume_clean,country,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,score_nutricional
openfoodfacts,"Regaña – HACENDADO – 250 gramos Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000823656 (EAN / EAN-13)",,,,448.0,1885.0,15.0,2.3,5.3,2.6,11.8,1.8,3.7,94.9
openfoodfacts,"+Proteínas con fresa – Hacendado – 480 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000209962 (EAN / EAN-13)",,,,53.0,226.0,0.5,0.005,5.3,4.6,8.3,0.1,4.0,100.0
openfoodfacts,"Pan redondo 5 semillas – Mercadona – 500g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8414897100583 (EAN / EAN-13)",,,,274.0,1146.0,4.6,0.7,5.3,2.4,11.0,0.845,5.1,100.0
openfoodfacts,"Zumo pura naranja con pulpa – Hacendado – 1L Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000390325 (EAN / EAN-13)",,,,44.0,189.0,0.1,0.0,5.3,9.3,0.7,0.0,0.8,100.0
openfoodfacts,"Quesco fresco cabra – Hacendado – 250g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000511942 (EAN / EAN-13)",,,,262.0,1096.0,21.9,15.6,5.3,2.2,12.7,0.8,12.7,81.85000000000001
openfoodfacts,"Muesli Crunchy 0% – Crownfield – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 4056489167853 (EAN / EAN-13)",,,,423.0,1770.0,13.4,1.7,5.3,0.9,11.2,0.0,8.1,100.0
openfoodfacts,"Kéfir Coco – hacendado – 250 ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000156648 (EAN / EAN-13)",,,,53.0,222.0,2.52,1.6,5.3,7.2,0.52,0.0,4.0,100.0
openfoodfacts,"Sin Azúcar Almendras – alpro – 1 l Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! ×",,,,15.0,61.0,1.1,0.1,5.3,0.0,0.5,0.15,0.3,100.0
openfoodfacts,"Choco Avena – Hacendado – 1 litro Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001014369 (EAN / EAN-13)",,,,44.0,185.0,1.9,0.3,5.3,2.4,1.2,0.15,1.0,100.0
openfoodfacts,"Coca-Cola Zero Zero – 330 ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5449000169327 (EAN / EAN-13)",,,,273.5,9.0,0.0,0.0,5.3,0.0,0.0,0.025,0.0,100.0
openfoodfacts,"La Buena Maria original – Fontaneda – 800 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410000826937 (EAN / EAN-13)",,,,437.0,1841.0,11.0,4.9,5.3,24.0,7.6,0.84,2.1,78.3
openfoodfacts,"Soja texturizada fina – Hacendado – 250 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000073297 (EAN / EAN-13)",,,,326.0,1375.0,1.3,0.2,5.3,10.0,51.0,0.01,15.0,100.0
openfoodfacts,"Postre lácteo Proteínas con arándanos 0% m.g 10 g proteínas – Hacendado – 480 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000210739 (EAN / EAN-13)",,,,53.0,226.0,0.5,0.1,5.3,4.6,8.3,0.1,4.0,100.0
openfoodfacts,"Leche entera – Central Lechera Asturiana – 1 L Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410297112041 (EAN / EAN-13)",,,,63.0,264.0,3.6,2.4,5.3,4.6,3.1,0.0,4.0,100.0
openfoodfacts,"Gazpacho Tradicional – Hacendado – 330 ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000399342 (EAN / EAN-13)",,,,44.0,183.0,2.4,0.4,5.3,3.4,0.8,0.8,1.1,100.0
openfoodfacts,"Skyr especialidad vegetal de soja con fresa – DANONE AS – 0.4 kg Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! ×",,,,84.0,352.0,3.0,0.5,5.3,8.2,5.2,0.22,1.2,100.0
openfoodfacts,"Mostaza clásica – Hacendado – 388 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000234100 (EAN / EAN-13)",,,,75.0,314.0,5.3,0.3,5.3,1.0,3.8,2.6,4.0,89.0
openfoodfacts,"Jamón cocido extra 1954 – ElPozo – 150 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410843144007 (EAN / EAN-13)",,,,111.0,464.0,3.5,1.2,5.3,0.5,19.4,1.87,4.0,100.0
openfoodfacts,"Dinosaurus – Artiach – 411 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410180225087 (EAN / EAN-13)",,,,478.0,2000.0,18.0,1.7,5.3,20.0,5.7,1.1,2.5,82.2
openfoodfacts,"Cereales de chocolate y avellana – Hacendado – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000093776 (EAN / EAN-13)",,,,429.0,1795.0,13.0,2.5,5.3,38.0,6.2,0.788,5.2,51.099999999999994
openfoodfacts,"Hummus con pimiento del piquillo asado – Hacendado – 240 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000808622 (EAN / EAN-13)",,,,313.0,1293.0,26.0,3.2,5.3,1.2,5.7,0.66,6.3,88.6
openfoodfacts,"Queso untar light formato familiar – Philadelphia – 270 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 7622210103505 (EAN / EAN-13)",,,,154.0,637.0,12.0,8.1,5.3,4.0,5.9,1.1,0.3,90.7
openfoodfacts,"Eko natural – Nestlé – 150 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 7613036569927 (EAN / EAN-13)",,,,359.0,1522.0,0.0,0.0,5.3,5.2,5.0,0.18,7.7,100.0
openfoodfacts,"+Proteínas Chocolate – Hacendado – 480 g (4 x 120 g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000210616 (EAN / EAN-13)",,,,81.0,342.0,1.1,0.6,5.3,6.6,8.4,0.1,1.3,100.0
openfoodfacts,"Barritas de trigo y arroz integral con chocolate con leche – Hacendado – 100g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000093509 (EAN / EAN-13)",,,,345.0,1452.0,9.9,6.1,5.3,27.0,6.5,0.82,7.4,75.5
openfoodfacts,"Mozzarella – Hacendado – 125 g (250 g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000510501 (EAN / EAN-13)",,,,202.0,845.0,14.0,8.5,5.3,0.9,17.0,0.59,4.0,100.0
openfoodfacts,"Original Pack Familiar – Philadelphia – 270 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 7622210103963 (EAN / EAN-13)",,,,280.0,1172.0,27.5,19.5,5.3,2.7,4.5,1.05,0.1,41.5
openfoodfacts,"Crema al cacao – Hacendado – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000674166 (EAN / EAN-13)",,,,547.0,2289.0,33.0,1.4,5.3,3.3,4.4,0.128,2.9,59.3
openfoodfacts,"Anacardos – Alesto – 200g Código de barras ambiguo : este producto tiene un código de barras con número de circulación restringido para productos dentro de una empresa. Esto significa que diferentes productores y tiendas pueden usar el mismo código de barras para diferentes productos. × Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 20267605",,,,600.0,2510.0,47.6,9.0,5.3,6.5,20.5,0.02,5.2,28.549999999999997
openfoodfacts,"Limonada natural – Don Simón – 1,5 litros Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410261657424 (EAN / EAN-13)",,,,23.0,96.0,0.0,0.0,5.3,5.6,0.1,0.01,0.0,100.0
openfoodfacts,"Cheerios avena – Nestlé – 300g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5900020036988 (EAN / EAN-13)",,,,381.0,1608.0,6.3,1.3,5.3,9.0,10.4,0.7,10.3,100.0
openfoodfacts,"Galletas de chocolate 0% – Hacendado – 250 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000158444 (EAN / EAN-13)",,,,398.0,1665.0,17.0,5.8,5.3,4.1,6.7,0.63,3.7,97.6
openfoodfacts,"Leche de coco – Dee Thai – 1pcs Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8859585800152 (EAN / EAN-13)",,,,165.0,680.0,17.0,15.0,5.3,2.5,0.5,0.15,0.5,70.0
openfoodfacts,"Galletas de canela – Hacendado – 500g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000144300 (EAN / EAN-13)",,,,468.0,1968.0,17.0,1.4,5.3,23.0,6.4,0.73,2.9,77.2
openfoodfacts,"Crema de calabaza y zanahoria – Hacendado – 350 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000232250 (EAN / EAN-13)",,,,48.0,201.0,2.8,0.4,5.3,0.8,0.9,0.55,1.4,100.0
openfoodfacts,"Picos camperos de jerez – Hacendado – 250gr Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000679536 (EAN / EAN-13)",,,,394.0,1648.0,2.3,0.4,5.3,2.9,11.5,2.2,3.6,95.25
openfoodfacts,"Gelatina +Proteínas Sabor Frutos Silvestres – Hacendado – 4x100g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001012150 (EAN / EAN-13)",,,,40.0,167.0,0.0,1.4,5.3,3.3,10.0,0.098,4.0,100.0
openfoodfacts,"Chocodays – Hacendado – 500g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001011764 (EAN / EAN-13)",,,,372.0,1570.0,4.8,1.6,5.3,25.0,8.0,0.27,7.6,83.2
openfoodfacts,"Copos de Avena extra suaves – Bruggen – 800 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 4008713713411 (EAN / EAN-13)",,,,375.0,1580.0,7.0,1.3,5.3,0.7,14.0,0.02,10.0,100.0
openfoodfacts,"Kéfir Fresa Plátano – Hacendado – 250 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8402001015175 (EAN / EAN-13)",,,,57.0,238.0,2.8,2.0,5.3,4.1,3.1,0.15,4.0,100.0
openfoodfacts,"Queso fresco Burgos desnatado 0% – Hacendado – 375g (6*62.5g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000510747 (EAN / EAN-13)",,,,68.0,292.0,0.2,0.1,5.3,4.4,12.3,0.8,4.0,100.0
openfoodfacts,"Digestive Avena – Gullón – 410g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410376033267 (EAN / EAN-13)",,,,438.0,1835.0,18.0,1.8,5.3,0.7,7.7,0.75,5.5,96.2
openfoodfacts,"Original – Pringles – 165g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! ×",,,,534.0,2253.0,31.0,6.6,5.3,1.4,5.9,1.1,3.5,59.8
openfoodfacts,"Cereales & fibra – Hacendado Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000141989 (EAN / EAN-13)",,,,440.0,1841.0,15.0,1.3,5.3,26.0,5.5,0.69,4.0,74.0
openfoodfacts,"Edam – Holland Corona – 300 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8710912029939 (EAN / EAN-13)",,,,321.0,1343.0,24.0,17.0,5.3,3.3,25.4,1.868,4.0,75.42
openfoodfacts,"Almendra sin piel – Hacendado – 200 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000235756 (EAN / EAN-13)",,,,619.0,2570.0,53.6,4.7,5.3,3.9,21.8,0.01,10.3,37.199999999999996
openfoodfacts,"Agua mineral grande – Solán de cabras – 1,5 l Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8411547001085 (EAN / EAN-13)",,,,273.5,1122.0,6.1,1.4,5.3,3.3,6.9,0.001,4.0,100.0
openfoodfacts,"Jamón serrano – Incarlopsa – 240 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8421384009724 (EAN / EAN-13)",,,,247.0,1037.0,12.2,4.6,5.3,0.5,33.5,3.54,4.0,100.0
openfoodfacts,"Tomate frito – Hacendado – 560g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000171085 (EAN / EAN-13)",,,,77.0,322.0,3.5,0.3,5.3,6.9,1.5,1.0,4.0,100.0
openfoodfacts,"Bebida isotónica naranja – Aquarius – 330 ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5449000033819 (EAN / EAN-13)",,,,19.0,81.0,0.0,0.0,5.3,4.5,0.0,0.05,0.0,100.0
openfoodfacts,"Galletas 0% azúcares añadidos – Sondey – 6 x 50 g Código de barras ambiguo : este producto tiene un código de barras con número de circulación restringido para productos dentro de una empresa. Esto significa que diferentes productores y tiendas pueden usar el mismo código de barras para diferentes productos. × Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 20193089",,,,404.0,1686.0,19.1,4.4,5.3,1.1,8.8,0.65,7.8,100.0
openfoodfacts,"Doradas al horno sin azúcares – Gullón – 330 g (2 x 165 g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410376009408 (EAN / EAN-13)",,,,439.0,1839.0,18.0,1.5,5.3,0.5,6.0,0.4,4.0,96.1
openfoodfacts,"Bebida de avena calcio – Vemondo – 1 l Código de barras ambiguo : este producto tiene un código de barras con número de circulación restringido para productos dentro de una empresa. Esto significa que diferentes productores y tiendas pueden usar el mismo código de barras para diferentes productos. × Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 20659318",,,,46.0,196.0,0.8,0.1,5.3,6.3,1.4,0.07,0.2,100.0
openfoodfacts,Quinoa – Hacendado – 500 g Código de barras: 8480000094308 (EAN / EAN-13),,,,389.0,1628.0,6.1,0.78,5.3,6.32,14.0,0.0,4.0,100.0
openfoodfacts,"Margarina ligera – Hacendado – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000208767 (EAN / EAN-13)",,,,1548.0,1548.0,40.0,12.0,5.3,0.4,0.5,0.4,4.0,0.0
openfoodfacts,"Arroz redondo – Hacendado – 1 kg Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000050441 (EAN / EAN-13)",,,,344.0,1439.0,1.0,0.2,5.3,0.5,8.2,0.01,4.0,100.0
openfoodfacts,"Pan Tostado 100% Integral de Trigo – Hacendado – 550 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000860088 (EAN / EAN-13)",,,,376.0,1585.0,6.0,0.7,5.3,3.3,16.0,1.5,10.2,100.0
openfoodfacts,"Carne de kebab pollo – Hacendado Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000137784 (EAN / EAN-13)",,,,191.0,799.0,10.0,3.4,5.3,1.1,22.4,1.9,4.0,100.0
openfoodfacts,"Tomate Ketchup Heinz – 1- 650gr Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410066136360 (EAN / EAN-13)",,,,102.0,435.0,0.1,0.1,5.3,22.8,1.2,1.8,4.0,81.4
openfoodfacts,Fusilli de lentejas rojas – felicia – 250 g Código de barras: 8032804430822 (EAN / EAN-13),,,,334.0,1412.0,1.7,0.4,5.3,1.2,26.0,0.01,7.6,100.0
openfoodfacts,"Piña en su Jugo – Hacendado – 681 g (3 x 227g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000152039 (EAN / EAN-13)",,,,55.0,230.0,0.1,0.0,5.3,11.0,0.4,0.01,0.5,100.0
openfoodfacts,"Tortitas de maíz – Bicentury – 130 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8423207201315 (EAN / EAN-13)",,,,379.0,1607.0,2.0,0.3,5.3,1.0,7.7,1.7,3.1,98.0
openfoodfacts,"Lasagna boloñesa – Hacendado – 350 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000044877 (EAN / EAN-13)",,,,143.0,598.0,6.1,3.4,5.3,3.5,7.4,0.9,1.0,100.0
openfoodfacts,"Cookies sin gluten y sin lactosa – Hacendado – 200 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000146373 (EAN / EAN-13)",,,,476.0,1990.0,21.2,6.47,5.3,31.8,4.12,0.985,1.18,51.99
openfoodfacts,"Crema de cacahuete – Maribel – 500 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 4056489620938 (EAN / EAN-13)",,,,683.0,2860.0,55.1,12.0,5.3,3.9,30.4,0.03,9.2,17.499999999999996
openfoodfacts,Puré de patatas en copos instantáneo – Hacendado – 500 g (4 x 125 )g Código de barras: 8480000232649 (EAN / EAN-13),,,,349.0,1481.0,0.6,0.4,5.3,1.5,8.3,0.15,7.4,100.0
openfoodfacts,"Flan de huevo +Proteínas Hacendado 0% m.g – 400g (4 x 100g) Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000676351 (EAN / EAN-13)",,,,62.0,262.0,0.2,0.2,5.3,4.0,10.0,0.28,4.0,100.0
openfoodfacts,"Bebida isotónica limón – Aquarius – 1,5 L Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5449000164957 (EAN / EAN-13)",,,,18.0,77.0,0.0,0.0,5.3,4.3,0.0,0.05,4.0,100.0
openfoodfacts,"Tomate frito estilo casero – Hacendado – 380 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000171535 (EAN / EAN-13)",,,,104.0,435.0,5.0,0.5,5.3,9.7,2.0,0.788,4.0,100.0
openfoodfacts,"BBQ – Hacendado – 350 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000173461 (EAN / EAN-13)",,,,150.0,636.0,0.1,0.0,5.3,27.8,1.2,1.8,4.0,71.4
openfoodfacts,"Yatekomo Pollo – Gallina Blanca – 60 g. Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410300349952 (EAN / EAN-13)",,,,92.0,387.0,3.87,1.94,5.3,0.452,2.13,0.825,4.0,100.0
openfoodfacts,Copos de avena suaves – CROWNFIELD – 500g Código de barras ambiguo : este producto tiene un código de barras con número de circulación restringido para productos dentro de una empresa. Esto significa que diferentes productores y tiendas pueden usar el mismo código de barras para diferentes productos. × 20003166,,,,372.0,1560.0,7.0,1.25,5.3,0.75,13.5,0.025,10.0,100.0
openfoodfacts,"Mayonesa – Hacendado – 500ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000134066 (EAN / EAN-13)",,,,599.0,2508.0,65.0,9.7,5.3,1.33,0.6,1.1,4.0,0.0
openfoodfacts,"Eritritol y sucralosa – Hacendado – 200 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000676375 (EAN / EAN-13)",,,,273.5,1122.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,100.0
openfoodfacts,"Sabroz Quinoa Real – 2 x 125 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8410184040754 (EAN / EAN-13)",,,,147.0,615.0,3.1,0.5,5.3,0.6,4.7,0.41,3.0,100.0
openfoodfacts,"Pan 100% Integral Fino – Hacendado – 165 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8424465915228 (EAN / EAN-13)",,,,223.0,940.0,2.5,0.4,5.3,0.9,9.1,1.2,4.0,100.0
openfoodfacts,"Digestive 0% – Hacendado – 400 g Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 8480000142009 (EAN / EAN-13)",,,,483.0,2024.0,20.0,1.8,5.3,0.42,7.1,0.9,5.9,91.7
openfoodfacts,"Fanta Naranja 33 cl – 330ml Esta página de producto no está completa. Puedes ayudar a completarla editando y agregando más datos de las fotos que tenemos, o tomando más fotos con la aplicación para Android o iPhone / iPad . ¡Gracias! × Código de barras: 5449000011527 (EAN / EAN-13)",,,,19.0,81.0,0.0,1.4,5.3,4.5,0.0,0.0,4.0,100.0
